date, pm25, pm10, o3, so2, co
2022/3/31, 28, 49, 25, 1, 2
2022/4/1, 63, 55, 29, 1, 1
2021/10/2, 30, 15, 22, 1, 
2021/10/3, 18, 16, 21, 1, 
2021/10/4, 34, 25, 20, 1, 
2021/10/5, 39, 34, 26, 1, 
2021/10/6, 49, 36, 28, 1, 
2021/10/7, 44, 44, 26, 1, 
2021/10/8, 51, 25, 21, 1, 
2021/10/9, 39, 29, 25, 1, 
2021/10/10, 44, 23, 27, 2, 
2021/10/11, 52, 32, 30, 1, 
2021/10/12, 56, 25, 24, 1, 
2021/10/13, 47, 21, 34, 1, 
2021/10/14, 32, 13, 22, 1, 
2021/10/15, 25, 17, 22, 1, 
2021/10/16, 30, 19, 23, 1, 
2021/10/17, 31, 18, 22, 1, 
2021/10/18, 32, 27, 25, 1, 
2021/10/19, 36, 34, 33, 1, 
2021/10/20, 45, 30, 19, 1, 
2021/10/21, 58, 34, 22, 1, 
2021/10/22, 60, 31, 21, 1, 
2021/10/23, 45, 25, 24, 1, 
2021/10/24, 35, 25, 24, 1, 
2021/10/25, 34, 32, 27, 1, 
2021/10/26, 24, 32, 26, 1, 
2021/10/27, 34, 34, 28, 1, 
2021/10/28, 41, 38, 30, 1, 
2021/10/29, 36, 40, 35, 1, 
2021/10/30, 45, 36, 29, 1, 
2021/10/31, 47, 32, 21, 1, 
2021/11/1, 38, 30, 21, 1, 
2021/11/2, 49, 34, 29, 1, 
2021/11/3, 41, 24, 18, 1, 1
2021/11/4, 37, 31, 20, 1, 
2021/11/5, 23, 36, 28, 1, 1
2021/11/6, 32, 27, 24, 1, 2
2021/11/7, 37, 27, 27, 1, 1
2021/11/8, 41, 30, 26, 1, 3
2021/11/9, 31, 35, 22, 1, 1
2021/11/10, 33, 24, 21, 1, 1
2021/11/11, 39, 34, 27, 1, 1
2021/11/12, 44, 26, 19, 1, 1
2021/11/13, 31, 18, 21, 1, 1
2021/11/14, 20, 21, 24, 1, 1
2021/11/15, 17, 24, 21, 1, 
2021/11/16, 15, 29, 27, 1, 1
2021/11/17, 26, 36, 31, 1, 1
2021/11/18, 30, 30, 22, 1, 
2021/11/19, 25, 34, 26, 1, 
2021/11/20, 40, 29, 31, 1, 
2021/11/21, 45, 25, 31, 1, 
2021/11/22, 37, 36, 29, 1, 
2021/11/23, 24, 39, 22, 1, 2
2021/11/24, 34, 23, 21, 1, 2
2021/11/25, 31, 32, 31, 1, 2
2021/11/26, 35, 39, 26, 1, 2
2021/11/27, 43, 21, 19, 1, 1
2021/11/28, 17, 24, 24, 1, 
2021/11/29, 23, 35, 29, 1, 1
2021/11/30, 27, 29, 20, 1, 4
2021/12/1, 26, 35, 23, 1, 1
2021/12/2, 37, 36, 24, 1, 
2021/12/3, 37, 41, 24, 1, 
2021/12/4, 45, 36, 34, 1, 
2021/12/5, 36, 35, 36, 1, 
2021/12/6, 38, 36, 23, 1, 
2021/12/7, 47, 30, 20, 1, 
2021/12/8, 37, 29, 32, 1, 
2021/12/9, 40, 45, 27, 1, 
2021/12/10, 51, 29, 19, 1, 
2021/12/11, 34, 18, 14, 1, 
2021/12/12, 22, 14, 18, 1, 
2021/12/13, 26, 24, 24, 1, 
2021/12/14, 21, 28, 26, 1, 
2021/12/15, 27, 31, 31, 1, 
2021/12/16, 28, 36, 24, 1, 
2021/12/17, 33, 30, 27, 1, 
2021/12/18, 27, 31, 34, 1, 1
2021/12/19, 31, 31, 34, 1, 1
2021/12/20, 34, 36, 35, 1, 5
2021/12/21, 36, 40, 32, 1, 2
2021/12/22, 37, 48, 29, 1, 2
2021/12/23, 48, 38, 24, 2, 
2021/12/24, 43, 31, 32, 1, 
2021/12/25, 57, 41, 36, 1, 1
2021/12/26, 25, 45, 35, 1, 5
2021/12/27, 25, 46, 33, 1, 2
2021/12/28, 55, 39, 27, 1, 19
2021/12/29, 53, 25, 12, 1, 1
2021/12/30, 33, 32, 27, 1, 1
2021/12/31, 36, 36, 28, 1, 1
2022/1/1, 29, 20, 21, 1, 1
2022/1/2, 21, 17, 18, 1, 
2022/1/3, 15, 21, 15, 1, 
2021/7/2, 173, 50, 10, 1, 11
2021/7/3, 125, 69, 9, 1, 22
2021/7/4, 139, 90, 16, 1, 19
2021/7/5, 186, 68, 16, 1, 12
2021/7/6, 163, 64, 12, 1, 10
2021/7/7, 154, 60, 8, 1, 12
2021/7/8, 152, 69, 14, 1, 12
2021/7/9, 153, 68, 4, 1, 9
2021/7/10, 161, 39, 8, 1, 9
2021/7/11, 104, 35, 3, 1, 27
2021/7/12, 94, 84, 11, 1, 
2021/7/13, 190, 78, 2, 1, 
2021/7/14, 178, 35, 2, 1, 
2021/7/15, 99, 31, 4, 1, 
2021/7/16, 83, 45, 13, 1, 
2021/7/17, 116, 35, 8, 1, 
2021/7/18, 87, 39, 9, 1, 
2021/7/19, 91, 46, 10, 1, 
2021/7/20, 105, 53, 12, 1, 
2021/7/21, 116, 50, 6, 1, 
2021/7/22, 116, 59, 18, 1, 9
2021/7/23, 147, 47, 2, 1, 10
2021/7/24, 119, 58, 9, 1, 6
2021/7/25, 149, 54, 9, 1, 6
2021/7/26, 141, 30, 10, 1, 4
2021/7/27, 72, 28, 6, 1, 5
2021/7/28, 73, 53, 9, 1, 34
2021/7/29, 123, 80, 13, 1, 
2021/7/30, 177, 78, 13, 1, 
2021/7/31, 169, 56, 5, 1, 
2021/8/1, 143, 41, 10, 3, 
2021/8/2, 112, 41, 10, 1, 
2021/8/3, 95, 58, 9, 1, 
2021/8/4, 115, 64, 6, 1, 
2021/8/5, 151, 62, 9, 2, 
2021/8/6, 156, 62, 12, 1, 7
2021/8/7, 154, 59, 12, 1, 6
2021/8/8, 137, , 12, 1, 7
2021/8/10, 157, 50, 25, 1, 6
2021/8/11, 123, 60, 13, 1, 10
2021/8/12, 137, 56, 10, 1, 12
2021/8/13, 146, 65, 12, 1, 12
2021/8/14, 161, 71, 18, 1, 20
2021/8/15, 163, 77, 12, 1, 
2021/8/16, 172, 66, 9, 1, 
2021/8/17, 156, 39, 11, 4, 8
2021/8/18, 83, 18, 16, 9, 5
2021/8/19, 53, 16, 16, 1, 5
2021/8/20, 55, 41, 7, 2, 10
2021/8/21, 104, 19, 16, 2, 5
2021/8/22, 49, 25, 17, 3, 6
2021/8/23, 55, 32, 7, 1, 5
2021/8/24, 75, 40, 10, 1, 12
2021/8/25, 93, 33, 15, 1, 6
2021/8/26, 76, 32, 24, 1, 6
2021/8/27, 77, 54, 9, 1, 8
2021/8/28, 107, 48, 14, 1, 10
2021/8/29, 101, 31, 17, 1, 7
2021/8/30, 75, 22, 8, 1, 4
2021/8/31, 54, 28, 17, 1, 4
2021/9/1, 63, 31, 16, 1, 5
2021/9/2, 68, 40, 20, 1, 6
2021/9/3, 79, 24, 16, 1, 5
2021/9/4, 58, 26, 21, 3, 4
2021/9/5, 60, 20, 18, 1, 4
2021/9/6, 50, 18, 14, 1, 2
2021/9/7, 34, 25, 15, 1, 
2021/9/8, 51, 26, 17, 1, 
2021/9/9, 52, 39, 37, 1, 
2021/9/10, 81, 49, 25, 1, 
2021/9/11, 92, 32, 23, 1, 
2021/9/12, 65, 12, 20, 1, 
2021/9/13, 41, 21, 19, 1, 
2021/9/14, 51, 22, 18, 2, 
2021/9/15, 51, 24, 20, 1, 
2021/9/16, 50, 29, 22, 1, 
2021/9/17, 58, 26, 22, 1, 
2021/9/18, 59, 29, 18, 1, 4
2021/9/19, 74, 21, 20, 1, 4
2021/9/20, 53, 25, 20, 1, 4
2021/9/21, 46, 37, 24, 1, 5
2021/9/22, 68, 31, 25, 1, 4
2021/9/23, 48, 35, 26, 1, 4
2021/9/24, 55, 45, 35, 1, 8
2021/9/25, 66, 23, 27, 1, 3
2021/9/26, 46, 15, 17, 2, 3
2021/9/27, 34, 30, 20, 1, 3
2021/9/28, 43, 41, 31, 1, 5
2021/9/29, 50, 37, 25, 4, 4
2021/9/30, 54, 22, 25, 1, 5
2021/10/1, 32, 21, 23, 1, 2
2021/4/2, 106, 49, 22, , 
2021/4/3, 76, 34, 23, , 
2021/4/4, 59, 31, 13, , 
2021/4/5, 54, 31, 18, 10, 
2021/4/6, 46, 35, 18, 1, 5
2021/4/7, 41, 52, 21, 1, 5
2021/4/8, 79, 43, 24, , 5
2021/4/9, 58, 35, 13, 1, 4
2021/4/10, 48, 35, 16, 1, 4
2021/4/11, 58, 35, 16, 1, 4
2021/4/12, 61, 40, 19, 1, 5
2021/4/13, 56, 48, 25, 3, 
2021/4/14, 65, 61, 26, 1, 
2021/4/15, 74, 52, 20, 1, 
2021/4/16, 71, 66, 21, 1, 
2021/4/17, 74, 45, 10, 1, 
2021/4/18, 64, 37, 21, 2, 
2021/4/19, 70, 43, 16, 1, 
2021/4/20, 73, 40, 15, 1, 1
2021/4/21, 63, 30, 11, 3, 
2021/4/22, 49, 24, 7, 1, 
2021/4/23, 50, 33, 10, 1, 1
2021/4/24, 76, 41, 13, 1, 2
2021/4/25, 90, 37, 20, 6, 3
2021/4/26, 80, 41, 16, 1, 5
2021/4/27, 79, 54, 45, 4, 
2021/4/28, 99, 58, 31, 6, 
2021/4/29, 116, 58, 27, 9, 
2021/4/30, 108, 57, 19, 4, 
2021/5/1, 119, 46, 14, 5, 
2021/5/2, 104, 49, 15, 8, 
2021/5/3, 125, 46, 12, 3, 
2021/5/4, 101, 54, 12, 2, 
2021/5/5, 102, 56, 12, 2, 
2021/5/6, 118, 47, 19, 18, 
2021/5/7, 88, 49, 20, 1, 
2021/5/8, 102, 44, 16, 1, 
2021/5/9, 78, 35, 9, 1, 
2021/5/10, 76, 41, 13, 1, 
2021/5/11, 92, 54, 17, 3, 
2021/5/12, 123, 62, 19, 5, 
2021/5/13, 135, 71, 20, 14, 
2021/5/14, 151, 72, 16, 15, 
2021/5/15, 158, 62, 11, 2, 
2021/5/16, 157, 57, 17, 4, 
2021/5/17, 151, 65, 17, 1, 
2021/5/18, 138, 68, 12, 1, 
2021/5/19, 148, 61, 12, 4, 
2021/5/20, 141, 64, 2, 6, 
2021/5/21, 150, 52, 13, 8, 
2021/5/22, 124, 29, 11, 4, 
2021/5/23, 78, 26, 8, 26, 
2021/5/24, 74, 34, 11, 2, 
2021/5/25, 86, 35, 4, 13, 
2021/5/26, 87, 40, 5, 16, 
2021/5/27, 104, 55, 9, 14, 
2021/5/28, 137, 50, 6, 5, 
2021/5/29, 135, 29, 4, 12, 
2021/5/30, 80, 28, 11, 3, 
2021/5/31, 78, 42, 7, 2, 
2021/6/1, 104, 45, 1, 1, 
2021/6/2, 112, 36, 2, 1, 
2021/6/3, 89, 27, 5, 1, 
2021/6/4, 71, 30, 6, 1, 
2021/6/5, 76, 24, 5, 1, 
2021/6/6, 67, 35, 5, 1, 
2021/6/7, 97, 50, 13, 1, 
2021/6/8, 108, 84, 46, 4, 
2021/6/9, 172, 73, 1, 3, 
2021/6/10, 162, 53, 6, 3, 
2021/6/11, 122, 37, 4, 10, 10
2021/6/12, 87, 45, 4, 1, 11
2021/6/13, 106, 55, 7, 16, 7
2021/6/14, 148, 29, 1, 1, 7
2021/6/15, 82, 49, 3, 1, 9
2021/6/16, 120, 76, 7, 1, 9
2021/6/17, 169, 79, 8, 1, 5
2021/6/18, 175, 70, 8, 1, 4
2021/6/19, 166, 54, 8, 12, 5
2021/6/20, 142, 73, 9, 1, 14
2021/6/21, 177, 98, 12, 2, 8
2021/6/22, 206, 82, 10, 1, 11
2021/6/23, 176, 55, 7, 1, 6
2021/6/24, 121, 57, 2, 1, 11
2021/6/25, 129, 70, 11, 1, 9
2021/6/26, 160, 63, 6, 1, 5
2021/6/27, 159, 50, 8, 1, 16
2021/6/28, 138, 52, 9, 1, 21
2021/6/29, 128, 83, 4, 1, 25
2021/6/30, 176, 87, 1, 1, 21
2021/7/1, 180, 80, 6, 1, 23
2021/1/5, 53, 37, 25, , 
2021/1/6, 53, 38, 26, , 
2021/1/7, 56, 37, 31, , 
2021/1/8, 57, 41, 25, , 
2021/1/9, 59, 35, 22, , 
2021/1/10, 57, 23, 19, , 
2021/1/11, 40, 21, 20, , 
2021/1/12, 37, 31, 26, , 
2021/1/13, 37, 42, 31, , 
2021/1/14, 42, 44, 31, , 
2021/1/15, 53, 35, 24, , 
2021/1/16, 44, 31, 21, , 
2021/1/17, 38, 32, 27, , 
2021/1/18, 43, 39, 33, , 
2021/1/19, 52, 43, 26, , 
2021/1/20, 65, 41, 25, , 
2021/1/21, 60, 40, 23, , 
2021/1/22, 51, 39, 26, , 
2021/1/23, 54, 34, 22, 1, 1
2021/1/24, 55, 30, 24, , 2
2021/1/25, 51, 34, 29, , 2
2021/1/26, 50, 43, 47, , 5
2021/1/27, 61, 46, 51, 4, 6
2021/1/28, 56, 40, 19, , 1
2021/1/29, 47, 27, 10, , 1
2021/1/30, 41, 13, 7, , 
2021/1/31, 44, 9, 14, , 
2021/2/1, 36, 11, 12, , 
2021/2/2, 39, 16, 23, , 
2021/2/3, 41, 25, 26, , 
2021/2/4, 59, 29, 26, 2, 
2021/2/5, 59, 22, 26, , 
2021/2/6, 38, 18, 12, , 
2021/2/7, 45, 15, 26, , 
2021/2/8, 54, 22, 26, 1, 
2021/2/9, 57, 30, 34, , 2
2021/2/10, 66, 27, 23, , 
2021/2/11, 57, 20, 10, , 
2021/2/12, 49, 26, 14, , 
2021/2/13, 55, 28, 20, , 
2021/2/14, 67, 21, 17, , 
2021/2/15, 58, 18, 11, 1, 
2021/2/16, 58, 29, 12, 1, 
2021/2/17, 62, 24, 27, , 
2021/2/18, 61, 24, 31, 1, 
2021/2/19, 52, 30, 29, 1, 
2021/2/20, 40, 32, 38, , 
2021/2/21, 37, 27, 35, , 
2021/2/22, 32, 23, 31, , 
2021/2/23, 36, 5, 29, , 
2021/2/24, 36, 2, 35, , 
2021/2/25, 49, 14, 27, , 
2021/2/26, 58, 35, 6, 1, 
2021/2/27, 56, 41, , 3, 
2021/2/28, 60, 33, , , 
2021/3/1, 44, 41, 24, , 
2021/3/2, 64, 39, 38, , 
2021/3/3, 56, 39, 27, , 
2021/3/4, 50, 44, 27, 1, 
2021/3/5, 47, 38, 18, , 
2021/3/6, 51, 29, 19, 1, 
2021/3/7, 46, 31, 25, 1, 
2021/3/8, 48, 37, 22, , 
2021/3/9, 45, 42, 25, , 
2021/3/10, 53, 36, 19, , 6
2021/3/11, 47, 33, 13, 1, 6
2021/3/12, 39, 37, 24, 1, 6
2021/3/13, 40, 34, 20, , 6
2021/3/14, 45, 27, 16, , 6
2021/3/15, 38, 22, 8, , 6
2021/3/16, 36, 29, 15, 3, 7
2021/3/17, 43, 34, 20, , 
2021/3/18, 48, 28, 11, , 
2021/3/19, 46, 26, 13, , 
2021/3/20, 35, 24, 18, 2, 
2021/3/21, 20, 22, 17, 8, 
2021/3/22, 24, 28, 34, 4, 
2021/3/23, 31, 40, 28, 1, 
2021/3/24, 53, 44, 27, , 
2021/3/25, 72, 40, 18, , 
2021/3/26, 58, 41, 19, 2, 
2021/3/27, 46, 41, 26, , 
2021/3/28, 46, 37, 28, , 
2021/3/29, 45, 38, 17, , 
2021/3/30, 58, 42, 22, , 
2021/3/31, 61, 65, 25, , 
2021/4/1, 135, 68, 22, , 
2020/10/2, 66, 30, 23, , 
2020/10/3, 57, 26, 25, , 
2020/10/4, 52, 18, 23, 2, 
2020/10/5, 33, 29, 26, 4, 
2020/10/6, 45, 33, 27, 1, 
2020/10/7, 51, 34, 25, , 
2020/10/8, 51, 39, 12, 13, 
2020/10/9, 51, 40, 13, 12, 
2020/10/10, 52, 37, 13, 1, 
2020/10/11, 50, 31, 8, , 
2020/10/12, 43, 30, 10, , 
2020/10/13, 51, 41, 14, , 
2020/10/14, 53, 41, 28, , 
2020/10/15, 58, 45, 33, , 6
2020/10/16, 63, 39, 18, 1, 
2020/10/17, 59, 32, 24, 1, 1
2020/10/18, 58, 28, 24, , 
2020/10/19, 55, 33, 25, 1, 4
2020/10/20, 43, 37, 27, 1, 
2020/10/21, 40, 42, 27, , 1
2020/10/22, 48, 41, 32, 2, 
2020/10/23, 48, 42, 31, , 1
2020/10/24, 52, 35, 23, , 
2020/10/25, 42, 23, 15, , 
2020/10/26, 35, 24, 23, 1, 
2020/10/27, 38, 25, 14, , 
2020/10/28, 33, 22, 21, , 
2020/10/29, 27, 27, 25, , 
2020/10/30, 38, 37, 31, , 
2020/10/31, 52, 37, 29, , 1
2020/11/1, 57, 28, 22, , 
2020/11/2, 54, 35, 26, , 1
2020/11/3, 48, 41, 31, , 1
2020/11/4, 55, 35, 23, , 1
2020/11/5, 52, 34, 24, 2, 
2020/11/6, 40, 45, 27, , 
2020/11/7, 57, 46, 30, , 
2020/11/8, 56, 37, 19, , 
2020/11/9, 54, 38, 28, , 
2020/11/10, 51, 42, 25, , 
2020/11/11, 52, 37, 21, , 
2020/11/12, 49, 38, 27, , 
2020/11/13, 53, 37, 10, , 
2020/11/14, 60, 29, 24, , 
2020/11/15, 50, 25, 25, , 1
2020/11/16, 34, 31, 28, , 
2020/11/17, 42, 32, 17, , 
2020/11/18, 50, 37, 24, , 6
2020/11/19, 49, 36, 15, , 
2020/11/20, 50, 22, 30, , 
2020/11/21, 35, 21, 24, 6, 
2020/11/22, 32, 21, 27, 1, 1
2020/11/23, 30, 23, 21, , 1
2020/11/24, 28, 25, 19, , 1
2020/11/25, 36, 31, 20, 1, 
2020/11/26, 40, 34, 22, , 
2020/11/27, 46, 39, 44, , 
2020/11/28, 50, 33, 22, , 
2020/11/29, 49, 25, 16, , 
2020/11/30, 39, 32, 37, , 1
2020/12/1, 43, 40, 21, , 1
2020/12/2, 51, 37, 50, , 2
2020/12/3, 52, 36, 22, , 4
2020/12/4, 30, 41, 30, , 1
2020/12/5, 32, 40, 26, , 2
2020/12/6, 44, 35, 31, , 2
2020/12/7, 52, 37, 26, , 
2020/12/8, 48, 29, 28, , 
2020/12/9, 41, 32, 32, , 
2020/12/10, 43, 33, 18, , 
2020/12/11, 46, 28, 24, , 
2020/12/12, 39, 30, 24, , 
2020/12/13, 36, 25, 24, , 
2020/12/14, 34, 25, 19, , 
2020/12/15, 29, 25, 23, , 
2020/12/16, 30, 34, 35, , 
2020/12/17, 38, 39, 30, , 
2020/12/18, 47, 31, 18, , 2
2020/12/19, 45, 24, 21, , 2
2020/12/20, 41, 21, 24, , 1
2020/12/21, 37, 29, 37, , 1
2020/12/22, 32, 38, 42, , 2
2020/12/23, 46, 40, 27, , 1
2020/12/24, 50, 36, 28, , 2
2020/12/25, 54, 27, 28, , 
2020/12/26, 37, 28, 23, , 2
2020/12/27, 43, 24, 20, , 2
2020/12/28, 49, 30, 27, , 2
2020/12/29, 52, 29, 27, , 2
2020/12/30, 50, 29, 23, 1, 1
2020/12/31, 32, 33, 29, , 2
2021/1/1, 37, 34, 25, , 2
2021/1/2, 48, 29, 18, , 2
2021/1/3, 57, 27, 7, , 
2021/1/4, 56, 32, 25, , 
2020/7/2, 98, 35, 12, 15, 45
2020/7/3, 73, 41, 15, 12, 16
2020/7/4, 85, 20, 20, 2, 7
2020/7/5, 56, 18, 22, 2, 6
2020/7/6, 42, 31, 22, 1, 9
2020/7/7, 61, 48, 17, 1, 16
2020/7/8, 100, 41, 22, 4, 12
2020/7/9, 89, 46, 14, 9, 16
2020/7/10, 84, 70, 13, 5, 18
2020/7/11, 147, 52, 12, 4, 16
2020/7/12, 132, 34, 19, 19, 15
2020/7/13, 78, 46, 19, 5, 19
2020/7/14, 100, 33, 13, 10, 12
2020/7/15, 74, 44, 21, 4, 16
2020/7/16, 85, 54, 13, 14, 
2020/7/17, 93, 64, 13, 8, 
2020/7/18, 152, 33, 14, 9, 
2020/7/19, 87, 21, 19, 11, 
2020/7/20, 63, 24, 45, 5, 12
2020/7/21, 53, 30, 20, 5, 10
2020/7/22, 63, 73, 19, 3, 13
2020/7/23, 126, 68, 18, 2, 11
2020/7/24, 148, 68, 20, 5, 12
2020/7/25, 147, 70, 11, 16, 19
2020/7/26, 142, 71, 15, 19, 27
2020/7/27, 154, 49, 19, 3, 17
2020/7/28, 135, 29, 15, 8, 18
2020/7/29, 55, 64, 20, 9, 28
2020/7/30, 100, 82, 15, 11, 
2020/7/31, 163, 77, 13, 13, 
2020/8/1, 156, 72, 18, 2, 
2020/8/2, 157, 47, 21, 4, 
2020/8/3, 110, 29, 24, 10, 
2020/8/4, 75, 48, 19, 3, 
2020/8/5, 71, 54, 19, 9, 
2020/8/6, 127, 31, 16, 5, 
2020/8/7, 60, 43, 13, 4, 18
2020/8/8, 80, 60, 22, 4, 24
2020/8/9, 123, 52, 19, 4, 18
2020/8/10, 134, 24, 23, 2, 15
2020/8/11, 65, 25, 17, 2, 20
2020/8/12, 39, 37, 10, 2, 9
2020/8/13, 70, 46, 11, 2, 7
2020/8/14, 92, 43, 18, 2, 9
2020/8/15, 99, 20, 18, 2, 
2020/8/16, 52, 25, 17, 5, 
2020/8/17, 49, 37, 33, 2, 
2020/8/18, 69, 54, 11, 2, 8
2020/8/19, 90, 55, 11, 2, 9
2020/8/20, 113, 54, 15, 9, 12
2020/8/21, 87, 61, 20, 15, 9
2020/8/22, 124, 58, 25, , 10
2020/8/23, 114, 51, 19, , 7
2020/8/24, 102, 37, 17, , 8
2020/8/25, 69, 31, 16, , 8
2020/8/26, 55, 24, 31, , 8
2020/8/27, 38, 32, 16, , 10
2020/8/28, 67, 23, 16, , 5
2020/8/29, 50, 18, 20, , 4
2020/8/30, 49, 28, 14, , 3
2020/8/31, 49, 43, 18, , 
2020/9/1, 94, 47, 14, , 
2020/9/2, 75, 53, 21, , 
2020/9/3, 108, 42, 22, 1, 
2020/9/4, 89, 42, 31, 3, 7
2020/9/5, 84, 34, 17, 1, 6
2020/9/6, 80, 32, 18, 2, 7
2020/9/7, 82, 44, 17, , 7
2020/9/8, 95, 39, 9, , 8
2020/9/9, 88, 34, 19, 3, 8
2020/9/10, 84, 29, 15, , 7
2020/9/11, 68, 22, 24, , 
2020/9/12, 50, 24, 20, , 
2020/9/13, 57, 20, 18, , 
2020/9/14, 50, 33, 17, , 
2020/9/15, 65, 42, 21, , 
2020/9/16, 76, 41, 18, 2, 
2020/9/17, 78, 35, 20, 1, 
2020/9/18, 75, 23, 19, , 
2020/9/19, 51, 23, 19, , 
2020/9/20, 48, 25, 25, , 4
2020/9/21, 57, 33, 17, 1, 5
2020/9/22, 62, 43, 21, 4, 5
2020/9/23, 71, 48, 109, , 7
2020/9/24, 77, 52, 28, , 6
2020/9/25, 74, 32, 16, , 6
2020/9/26, 62, 18, 23, , 6
2020/9/27, 47, 24, 21, , 
2020/9/28, 56, 32, 22, , 
2020/9/29, 62, 26, 22, , 
2020/9/30, 51, 33, 14, 1, 
2020/10/1, 66, 34, 19, , 
2020/4/2, 61, 62, 31, 1, 
2020/4/3, 71, 58, 40, 1, 
2020/4/4, 65, 48, 27, 1, 3
2020/4/5, 57, 41, 24, 1, 3
2020/4/6, 47, 48, 24, 3, 3
2020/4/7, 38, 63, 36, 1, 7
2020/4/8, 61, 86, 53, 1, 4
2020/4/9, 83, 62, 32, 1, 4
2020/4/10, 66, 55, 31, 1, 4
2020/4/11, 65, 53, 24, 2, 5
2020/4/12, 76, 49, 27, 1, 6
2020/4/13, 76, 53, 50, 2, 
2020/4/14, 68, 69, 37, 1, 
2020/4/15, 89, 69, 35, 1, 
2020/4/16, 95, 66, 36, 1, 
2020/4/17, 83, 63, 32, 2, 
2020/4/18, 76, 55, 24, 2, 
2020/4/19, 67, 40, 20, 1, 6
2020/4/20, 46, 48, 40, 1, 6
2020/4/21, 41, 61, 20, 2, 7
2020/4/22, 58, 71, 31, 1, 8
2020/4/23, 69, 60, 21, 1, 6
2020/4/24, 72, 44, 14, 1, 7
2020/4/25, 63, 41, 21, 2, 8
2020/4/26, 60, 40, 17, 1, 6
2020/4/27, 63, 37, 17, 11, 6
2020/4/28, 56, 25, 35, 9, 
2020/4/29, 54, 33, 16, 1, 
2020/4/30, 48, 42, 20, 1, 
2020/5/1, 66, 47, 27, 2, 
2020/5/2, 73, 57, 23, 1, 
2020/5/3, 86, 56, 17, 1, 
2020/5/4, 116, 36, 30, 1, 
2020/5/5, 73, 38, 13, 3, 
2020/5/6, 59, 47, 14, 4, 
2020/5/7, 67, 63, 25, 2, 8
2020/5/8, 89, 69, 30, 2, 9
2020/5/9, 101, 63, 27, 2, 10
2020/5/10, 93, 51, 20, 2, 10
2020/5/11, 90, 34, 15, 2, 8
2020/5/12, 54, 45, 10, 1, 10
2020/5/13, 66, 58, 14, 1, 11
2020/5/14, 90, 62, 24, 3, 13
2020/5/15, 102, 59, 22, 13, 10
2020/5/16, 109, 51, 14, 6, 10
2020/5/17, 86, 46, 19, 2, 10
2020/5/18, 86, 47, 12, 2, 
2020/5/19, 79, 51, 21, 1, 15
2020/5/20, 114, 59, 11, 1, 14
2020/5/21, 123, 55, 15, 3, 15
2020/5/22, 133, 47, 12, 15, 13
2020/5/23, 107, 45, 19, 4, 18
2020/5/24, 103, 45, 18, 14, 16
2020/5/25, 142, 35, 8, 2, 14
2020/5/26, 87, 51, 20, 3, 14
2020/5/27, 121, 50, 16, 2, 15
2020/5/28, 118, 63, 5, 1, 15
2020/5/29, 107, 54, 2, 1, 17
2020/5/30, 121, 43, 4, 2, 13
2020/5/31, 87, 48, 17, 3, 
2020/6/1, 104, 64, 19, 2, 
2020/6/2, 121, 84, 74, 2, 
2020/6/3, 156, 78, 11, 1, 8
2020/6/4, 161, 64, 15, 1, 8
2020/6/5, 145, 87, 16, 1, 10
2020/6/6, 163, 90, 19, 1, 13
2020/6/7, 167, 81, 20, 5, 13
2020/6/8, 166, 88, 36, 11, 10
2020/6/9, 164, 75, 16, 7, 10
2020/6/10, 161, 74, 19, 2, 11
2020/6/11, 124, 85, 18, 1, 17
2020/6/12, 169, 43, 20, 2, 7
2020/6/13, 84, 29, 14, 14, 
2020/6/14, 77, 52, 14, 1, 17
2020/6/15, 91, 64, 15, 2, 21
2020/6/16, 156, 54, 8, 2, 17
2020/6/17, 101, 48, 13, 1, 14
2020/6/18, 115, 30, 26, 4, 12
2020/6/19, 72, 26, 17, 11, 12
2020/6/20, 57, 32, 16, 16, 13
2020/6/21, 75, 26, 16, 12, 11
2020/6/22, 65, 37, 38, 6, 18
2020/6/23, 89, 20, 21, 2, 9
2020/6/24, 77, 15, 20, 2, 10
2020/6/25, 48, 43, 14, 3, 23
2020/6/26, 73, 46, 16, 3, 20
2020/6/27, 107, 62, 10, 13, 23
2020/6/28, 85, 67, 11, 4, 
2020/6/29, 161, 33, 19, 2, 
2020/6/30, 98, 39, 26, 14, 
2020/7/1, 55, 51, 21, 18, 
2020/1/2, 39, 34, 29, 1, 
2020/1/3, 29, 40, 39, 1, 
2020/1/4, 25, 34, 29, 1, 
2020/1/5, 29, 37, 22, 1, 
2020/1/6, 36, 34, 27, 1, 
2020/1/7, 36, 49, 23, 1, 
2020/1/8, 28, 40, 15, 1, 
2020/1/9, 19, 28, 39, 1, 
2020/1/10, 12, 28, 33, 1, 
2020/1/11, 16, 30, 39, 1, 
2020/1/12, 23, 29, 39, 1, 
2020/1/13, 25, 35, 49, 1, 
2020/1/14, 27, 41, 35, 1, 
2020/1/15, 35, 48, 24, 1, 
2020/1/16, 23, 55, 35, 1, 
2020/1/17, 38, 54, 39, 1, 
2020/1/18, 58, 49, 38, 1, 
2020/1/19, 54, 43, 26, 1, 
2020/1/20, 52, 43, 40, 1, 
2020/1/21, 47, 47, 37, 1, 
2020/1/22, 47, 43, 26, 1, 
2020/1/23, 49, 35, 23, 1, 
2020/1/24, 33, 37, 38, 1, 
2020/1/25, 25, 44, 39, 1, 
2020/1/26, 45, 34, 30, 1, 
