date, pm25, pm10, so2
2023/8/23, 54, 35, 1
2023/8/24, 45, 28, 1
2023/8/25, 41, 31, 
2023/8/26, 45, 37, 
2023/8/27, 53, 41, 1
2023/8/28, 63, 40, 1
2023/8/29, 68, 38, 1
2023/8/30, 57, 40, 
2023/8/31, 55, 37, 1
2023/9/1, 55, 39, 1
2023/9/2, 51, 36, 1
2023/9/3, 54, 31, 1
2023/9/4, 45, 37, 
2023/9/5, 42, 42, 
2023/9/6, 55, 33, 1
2023/9/7, 45, 26, 1
2023/9/8, 32, 30, 1
2023/9/9, 46, 42, 
2023/9/10, 54, 40, 1
2023/9/11, 54, 37, 1
2023/9/12, 46, 44, 1
2023/9/13, 51, 56, 
2023/9/14, 60, 49, 
2023/9/15, 62, 41, 
2023/9/16, 58, 30, 1
2023/9/17, 52, 29, 
2023/9/18, 53, 25, 
2023/9/19, 46, 24, 
2023/9/20, 51, 20, 1
2023/9/21, 43, 20, 
2023/9/22, 39, 28, 1
2023/9/23, 49, 19, 1
2023/9/24, 40, 14, 1
2023/9/25, 36, 21, 1
2023/9/26, 48, 33, 1
2023/9/27, 47, 28, 
2023/9/28, 45, 27, 
2023/9/29, 47, 29, 
2023/9/30, 46, 30, 
2023/10/1, 54, 30, 
2023/4/2, 42, 20, 
2023/4/3, 30, 22, 
2023/4/4, 34, 26, 
2023/4/5, 39, 28, 
2023/4/6, 45, 31, 
2023/4/7, 46, 27, 
2023/4/8, 44, 30, 
2023/4/9, 50, 30, 
2023/4/10, 49, 29, 
2023/4/11, 46, 25, 
2023/4/12, 41, 30, 
2023/4/13, 45, 29, 
2023/4/14, 44, 24, 
2023/4/15, 38, 30, 
2023/4/16, 42, 26, 
2023/4/17, 42, 35, 
2023/4/18, 51, 39, 
2023/4/19, 53, 43, 1
2023/4/20, 56, 47, 1
2023/4/21, 65, 37, 1
2023/4/22, 55, 29, 1
2023/4/23, 50, 33, 1
2023/4/24, 51, 40, 1
2023/4/25, 49, 35, 1
2023/4/26, 45, 35, 1
2023/4/27, 53, 33, 1
2023/4/28, 56, 28, 1
2023/4/29, 49, 30, 1
2023/4/30, 55, 29, 1
2023/5/1, 49, 35, 1
2023/5/2, 52, 31, 1
2023/5/3, 49, 31, 1
2023/5/4, 48, 33, 1
2023/5/5, 51, 32, 1
2023/5/6, 50, 39, 1
2023/5/7, 58, 38, 1
2023/5/8, 57, 43, 1
2023/5/9, 60, 36, 1
2023/5/10, 60, 47, 1
2023/5/11, 74, 49, 1
2023/5/12, 77, 51, 1
2023/5/13, 77, 36, 1
2023/5/14, 62, 37, 1
2023/5/15, 59, 44, 1
2023/5/16, 56, 34, 1
2023/5/17, 48, 40, 1
2023/5/18, 46, 41, 
2023/5/19, 43, 29, 1
2023/5/20, 42, 31, 1
2023/5/21, 47, 34, 1
2023/5/22, 50, 35, 1
2023/5/23, 55, 35, 1
2023/5/24, 56, 40, 
2023/5/25, 47, 42, 1
2023/5/26, 49, 45, 1
2023/5/27, 55, 40, 1
2023/5/28, 53, 39, 1
2023/5/29, 59, 44, 1
2023/5/30, 68, 42, 
2023/5/31, 67, 35, 
2023/6/1, 58, 47, 1
2023/6/2, 69, 51, 1
2023/6/3, 69, 47, 1
2023/6/4, 64, 44, 1
2023/6/5, 69, 49, 1
2023/6/6, 70, 48, 6
2023/6/7, 73, 51, 1
2023/6/8, 72, 46, 1
2023/6/9, 69, 37, 1
2023/6/10, 51, 29, 1
2023/6/11, 41, 30, 1
2023/6/12, 42, 31, 1
2023/6/13, 44, 30, 1
2023/6/14, 44, 43, 
2023/6/15, 50, 44, 1
2023/6/16, 56, 55, 
2023/6/17, 79, 41, 1
2023/6/18, 61, 31, 1
2023/6/19, 55, 35, 1
2023/6/20, 52, 35, 1
2023/6/21, 49, 31, 1
2023/6/22, 49, 28, 1
2023/6/23, 51, 30, 1
2023/6/24, 51, 29, 1
2023/6/25, 51, 30, 1
2023/6/26, 51, 28, 1
2023/6/27, 53, 35, 1
2023/6/28, 50, 33, 1
2023/6/29, 48, 40, 1
2023/6/30, 61, 46, 1
2023/7/1, 66, 39, 1
2023/1/3, 35, 28, 
2023/1/4, 37, 31, 
2023/1/5, 42, 35, 2
2023/1/6, 41, 24, 
2023/1/7, 28, 27, 
2023/1/8, 29, 20, 
2023/1/9, 28, 20, 
2023/1/10, 24, 25, 
2023/1/11, 30, 19, 
2023/1/12, 22, 24, 
2023/1/13, 29, 31, 
2023/1/14, 33, 26, 
2023/1/15, 38, 23, 
2023/1/16, 31, 23, 
2023/1/17, 32, 22, 
2023/1/18, 28, 25, 
2023/1/19, 29, 22, 
2023/1/20, 32, 22, 
2023/1/21, 29, 27, 
2023/1/22, 32, 26, 
2023/1/23, 30, 31, 
2023/1/24, 37, 27, 
2023/1/25, 34, 26, 
2023/1/26, 27, 24, 
2023/1/27, 25, 30, 
2023/1/28, 37, 22, 
2023/1/29, 27, 20, 
2023/1/30, 24, 27, 
2023/1/31, 33, 26, 
2023/2/1, 30, 23, 
2023/2/2, 25, 22, 
2023/2/3, 24, 20, 
2023/2/4, 25, 19, 
2023/2/5, 19, 22, 
2023/2/6, 24, 19, 
2023/2/7, 24, 24, 
2023/2/8, 32, 24, 
2023/2/9, 30, 24, 
2023/2/10, 44, 21, 
2023/2/11, 36, 24, 
2023/2/12, 43, 31, 
2023/2/13, 58, 37, 
2023/2/14, 60, 30, 
2023/2/15, 42, 38, 
2023/2/16, 43, 30, 
2023/2/17, 41, 22, 32
2023/2/18, 21, 25, 1
2023/2/19, 31, 22, 1
2023/2/20, 24, 17, 1
2023/2/21, 13, 17, 
2023/2/22, 25, 24, 
2023/2/23, 28, 30, 1
2023/2/24, 36, 26, 
2023/2/25, 33, 20, 1
2023/2/26, 27, 22, 
2023/2/27, 30, 29, 
2023/2/28, 35, 33, 1
2023/3/1, 43, 31, 1
2023/3/2, 43, 27, 1
2023/3/3, 38, 33, 1
2023/3/4, 39, 30, 1
2023/3/5, 37, 26, 1
2023/3/6, 30, 29, 1
2023/3/7, 33, 29, 1
2023/3/8, 32, 27, 3
2023/3/9, 30, 35, 1
2023/3/10, 36, 29, 1
2023/3/11, 31, 23, 1
2023/3/12, 25, 18, 1
2023/3/13, 22, 30, 1
2023/3/14, 35, 30, 1
2023/3/15, 34, 22, 1
2023/3/16, 24, 27, 1
2023/3/17, 26, 23, 1
2023/3/18, 24, 18, 1
2023/3/19, 10, 20, 1
2023/3/20, 6, 32, 2
2023/3/21, 15, 22, 
2023/3/22, 30, 18, 
2023/3/23, 25, 20, 
2023/3/24, 34, 23, 
2023/3/25, 41, 26, 
2023/3/26, 40, 23, 
2023/3/27, 45, 30, 
2023/3/28, 45, 28, 
2023/3/29, 47, 7, 
2023/3/30, 47, 7, 
2023/3/31, 37, 13, 2
2023/4/1, 46, 31, 
2022/10/2, 44, 28, 
2022/10/3, 38, 27, 
2022/10/4, 39, 20, 
2022/10/5, 27, 32, 
2022/10/6, 28, 43, 2
2022/10/7, 51, 35, 
2022/10/8, 52, 27, 
2022/10/9, 48, 25, 
2022/10/10, 41, , 
2022/10/11, 38, 28, 
2022/10/12, 38, 29, 
2022/10/13, 38, 23, 
2022/10/14, 33, 24, 
2022/10/15, 35, 29, 
2022/10/16, 48, 27, 
2022/10/17, 46, 21, 
2022/10/18, 32, 22, 
2022/10/19, 41, 20, 
2022/10/20, 30, 24, 
2022/10/21, 32, 25, 
2022/10/22, 35, 23, 
2022/10/23, 38, 19, 
2022/10/24, 37, 22, 
2022/10/25, 35, 22, 2
2022/10/26, 32, 21, 
2022/10/27, 30, 23, 
2022/10/28, 31, 25, 
2022/10/29, 34, 26, 
2022/10/30, 36, 20, 
2022/10/31, 33, 22, 
2022/11/1, 34, 23, 
2022/11/2, 37, 33, 3
2022/11/3, 42, 28, 
2022/11/4, 49, 27, 
2022/11/5, 41, 22, 
2022/11/6, 36, 19, 
2022/11/7, 33, 21, 
2022/11/8, 30, 22, 
2022/11/9, 38, 26, 
2022/11/10, 40, 21, 3
2022/11/11, 35, 22, 
2022/11/12, 26, 17, 
2022/11/13, 23, 19, 
2022/11/14, 24, 26, 
2022/11/15, 32, 26, 
2022/11/16, 26, 20, 
2022/11/17, 21, 25, 
2022/11/18, 26, 23, 2
2022/11/19, 19, 24, 
2022/11/20, 35, 17, 
2022/11/21, 16, 24, 
2022/11/22, 24, 38, 
2022/11/23, 38, 28, 4
2022/11/24, 27, 28, 
2022/11/25, 29, 23, 
2022/11/26, 23, 16, 
2022/11/27, 26, 13, 1
2022/11/28, 19, 19, 27
2022/11/29, 20, 19, 
2022/11/30, 20, 24, 
2022/12/1, 26, 26, 
2022/12/2, 31, 22, 
2022/12/3, 22, 25, 
2022/12/4, 32, 21, 
2022/12/5, 28, 25, 1
2022/12/6, 37, 23, 
2022/12/7, 29, 20, 28
2022/12/8, 31, 13, 1
2022/12/9, 24, 20, 
2022/12/10, 23, 18, 
2022/12/11, 24, 14, 
2022/12/12, 15, 24, 
2022/12/13, 20, 26, 
2022/12/14, 30, 26, 
2022/12/15, 34, 25, 
2022/12/16, 37, 29, 
2022/12/17, 39, 26, 
2022/12/18, 35, 22, 
2022/12/19, 35, 28, 1
2022/12/20, 34, 22, 
2022/12/21, 31, 22, 
2022/12/22, 33, 23, 
2022/12/23, 27, 23, 
2022/12/24, 30, 27, 
2022/12/25, 41, 28, 
2022/12/26, 36, 34, 
2022/12/27, 38, 26, 2
2022/12/28, 35, 32, 
2022/12/29, 38, 28, 
2022/12/30, 39, 22, 
2022/12/31, 34, 23, 
2023/1/1, 34, 33, 
2023/1/2, 56, 23, 
2022/7/2, 56, 34, 
2022/7/3, 55, 33, 
2022/7/4, 63, 31, 
2022/7/5, 53, 44, 1
2022/7/6, 65, 45, 
2022/7/7, 61, 39, 1
2022/7/8, 56, 47, 
2022/7/9, 63, 39, 
2022/7/10, 60, 25, 
2022/7/11, 46, 40, 1
2022/7/12, 41, 42, 
2022/7/13, 52, 33, 57
2022/7/14, 48, 29, 
2022/7/15, 38, 28, 
2022/7/16, 35, 33, 
2022/7/17, 29, 40, 1
2022/7/18, 48, 37, 
2022/7/19, 61, 32, 
2022/7/20, 58, 37, 22
2022/7/21, 68, 29, 
2022/7/22, 50, 24, 
2022/7/23, 43, 29, 
2022/7/24, 52, 30, 1
2022/7/25, 61, 32, 
2022/7/26, 59, 29, 28
2022/7/27, 47, 33, 
2022/7/28, 48, 30, 1
2022/7/29, 49, 36, 
2022/7/30, 53, 31, 
2022/7/31, 50, 24, 1
2022/8/1, 46, 22, 1
2022/8/2, 38, 29, 
2022/8/3, 44, 35, 
2022/8/4, 41, 38, 1
2022/8/5, 56, 38, 28
2022/8/6, 61, 38, 
2022/8/7, 62, 39, 
2022/8/8, 54, 40, 
2022/8/9, 58, 44, 
2022/8/10, 56, 39, 
2022/8/11, 65, 45, 
2022/8/12, 72, 36, 
2022/8/13, 60, 31, 
2022/8/14, 47, 29, 
2022/8/15, 43, 31, 
2022/8/16, 45, 44, 
2022/8/17, 55, 39, 
2022/8/18, 54, 39, 
2022/8/19, 50, 39, 
2022/8/20, 62, 41, 1
2022/8/21, 67, 28, 
2022/8/22, 54, 27, 
2022/8/23, 40, 29, 4
2022/8/24, 43, 31, 
2022/8/25, 47, 37, 1
2022/8/26, 62, 29, 
2022/8/27, 57, 31, 
2022/8/28, 55, 33, 
2022/8/29, 57, 34, 
2022/8/30, 58, 31, 1
2022/8/31, 49, 28, 
2022/9/1, 43, 28, 
2022/9/2, 34, 31, 1
2022/9/3, 47, 35, 
2022/9/4, 54, 38, 
2022/9/5, 61, 40, 
2022/9/6, 60, 39, 
2022/9/7, 64, 35, 
2022/9/8, 63, 33, 
2022/9/9, 44, 32, 
2022/9/10, 43, 23, 
2022/9/11, 36, 20, 
2022/9/12, 35, 28, 
2022/9/13, 40, 37, 
2022/9/14, 40, 41, 
2022/9/15, 49, 32, 12
2022/9/16, 52, 34, 1
2022/9/17, 63, 31, 
2022/9/18, 62, 28, 
2022/9/19, 47, 26, 
2022/9/20, 43, 29, 
2022/9/21, 40, 31, 
2022/9/22, 43, 41, 
2022/9/23, 57, 37, 
2022/9/24, 54, 26, 
2022/9/25, 44, 32, 
2022/9/26, 42, 38, 
2022/9/27, 49, 28, 1
2022/9/28, 38, 32, 8
2022/9/29, 41, 25, 
2022/9/30, 33, 29, 
2022/10/1, 35, 26, 
2022/4/2, 52, 9, 1
2022/4/3, 50, 9, 1
2022/4/4, 45, 17, 
2022/4/5, 44, 30, 
2022/4/6, 49, 31, 
2022/4/7, 62, 27, 
2022/4/8, 48, 29, 
2022/4/9, 57, 22, 
2022/4/10, 41, 15, 
2022/4/11, 33, 31, 
2022/4/12, 37, 25, 
2022/4/13, 38, 32, 
2022/4/14, 43, 27, 15
2022/4/15, 45, 27, 
2022/4/16, 45, 25, 
2022/4/17, 40, 24, 
2022/4/18, 39, 25, 
2022/4/19, 45, 33, 
2022/4/20, 53, 32, 
2022/4/21, 43, 19, 1
2022/4/22, 35, 19, 
2022/4/23, 36, 19, 
2022/4/24, 39, 24, 
2022/4/25, 50, 28, 
2022/4/26, 40, 28, 
2022/4/27, 39, 22, 
2022/4/28, 36, 23, 36
2022/4/29, 37, 37, 
2022/4/30, 55, 28, 
2022/5/1, 48, 25, 
2022/5/2, 48, 25, 
2022/5/3, 42, 28, 
2022/5/4, 43, 30, 
2022/5/5, 57, 37, 
2022/5/6, 54, 24, 
2022/5/7, 45, 26, 
2022/5/8, 45, 39, 
2022/5/9, 53, 31, 
2022/5/10, 39, 32, 
2022/5/11, 56, 40, 1
2022/5/12, 66, 32, 1
2022/5/13, 58, 34, 1
2022/5/14, 58, 32, 
2022/5/15, 53, 28, 
2022/5/16, 51, 30, 
2022/5/17, 45, 35, 
2022/5/18, 47, 30, 1
2022/5/19, 55, 44, 
2022/5/20, 68, 36, 
2022/5/21, 55, 29, 
2022/5/22, 55, 27, 
2022/5/23, 44, 31, 1
2022/5/24, 52, 31, 1
2022/5/25, 50, 33, 18
2022/5/26, 62, 36, 
2022/5/27, 68, 20, 
2022/5/28, 62, 9, 
2022/5/29, 49, 8, 
2022/5/30, 41, 18, 
2022/5/31, 44, 35, 
2022/6/1, 62, 46, 
2022/6/2, 56, 43, 
2022/6/3, 54, 32, 
2022/6/4, 46, 38, 
2022/6/5, 63, 35, 
2022/6/6, 61, 43, 
2022/6/7, 55, 38, 
2022/6/8, 54, 32, 
2022/6/9, 49, 25, 31
2022/6/10, 35, 33, 
2022/6/11, 45, 36, 1
2022/6/12, 59, 33, 
2022/6/13, 62, 32, 
2022/6/14, 53, 38, 
2022/6/15, 54, 34, 
2022/6/16, 46, 29, 
2022/6/17, 35, 37, 
2022/6/18, 43, 32, 
2022/6/19, 52, 33, 
2022/6/20, 56, 33, 1
2022/6/21, 56, 27, 
2022/6/22, 50, 30, 1
2022/6/23, 39, 34, 1
2022/6/24, 38, 35, 77
2022/6/25, 44, 25, 
2022/6/26, 44, 22, 
2022/6/27, 26, 27, 
2022/6/28, 33, 40, 1
2022/6/29, 50, 38, 
2022/6/30, 57, 35, 
2022/7/1, 56, 36, 
2022/1/4, 27, 27, 1
2022/1/5, 25, 26, 
2022/1/6, 26, 29, 
2022/1/7, 27, 27, 
2022/1/8, 28, 30, 1
2022/1/9, 29, 29, 
2022/1/10, 30, 28, 1
2022/1/11, 29, 26, 
2022/1/12, 22, 25, 1
2022/1/13, 20, 25, 
2022/1/14, 24, 25, 
2022/1/15, 23, 23, 1
2022/1/16, 19, 19, 
2022/1/17, 17, 22, 
2022/1/18, 22, 27, 
2022/1/19, 25, 28, 
2022/1/20, 28, 30, 
2022/1/21, 28, 28, 1
2022/1/22, 23, 25, 1
2022/1/23, 21, 21, 1
2022/1/24, 25, 25, 1
2022/1/25, 25, 25, 
2022/1/26, 29, 27, 
2022/1/27, 30, 27, 
2022/1/28, 28, 23, 
2022/1/29, 20, 25, 
2022/1/30, 28, 26, 1
2022/1/31, 31, 26, 1
2022/2/1, 27, 24, 
2022/2/2, 25, 28, 
2022/2/3, 28, 30, 
2022/2/4, 34, 33, 
2022/2/5, 33, 27, 
2022/2/6, 25, 27, 
2022/2/7, 30, 28, 1
2022/2/8, 32, 31, 
2022/2/9, 32, 28, 
2022/2/10, 36, 32, 
2022/2/11, 39, 36, 
2022/2/12, 38, 33, 1
2022/2/13, 35, 25, 1
2022/2/14, 28, 29, 
2022/2/15, 29, 32, 
2022/2/16, 39, 34, 
2022/2/17, 36, 31, 
2022/2/18, 31, 29, 
2022/2/19, 30, 30, 
2022/2/20, 35, 34, 1
2022/2/21, 45, 32, 
2022/2/22, 34, 31, 1
2022/2/23, 32, 30, 
2022/2/24, 21, 28, 58
2022/2/25, 26, 30, 
2022/2/26, 30, 33, 
2022/2/27, 42, 31, 1
2022/2/28, 35, 31, 
2022/3/1, 36, 42, 
2022/3/2, 45, 40, 1
2022/3/3, 48, 47, 1
2022/3/4, 52, 38, 6
2022/3/5, 45, 30, 
2022/3/6, 37, 28, 
2022/3/7, 36, 37, 1
2022/3/8, 47, 35, 
2022/3/9, 36, 32, 
2022/3/10, 29, 29, 
2022/3/11, 34, 38, 12
2022/3/12, 43, 38, 
2022/3/13, 45, 32, 
2022/3/14, 41, 37, 
2022/3/15, 37, 36, 
2022/3/16, 36, 30, 
2022/3/17, 29, 35, 
2022/3/18, 32, 42, 
2022/3/19, 44, 57, 1
2022/3/20, 54, 40, 
2022/3/21, 39, 35, 1
2022/3/22, 38, 40, 60
2022/3/23, 38, 37, 
2022/3/24, 34, 39, 
2022/3/25, 34, 47, 1
2022/3/26, 50, 48, 1
2022/3/27, 55, 40, 1
2022/3/28, 39, 33, 
2022/3/29, 32, 30, 
2022/3/30, 15, 32, 
2022/3/31, 10, 39, 78
2022/4/1, 20, 9, 
2021/10/2, 41, 29, 1
2021/10/3, 42, 43, 
2021/10/4, 50, 40, 78
2021/10/5, 50, 39, 
2021/10/6, 44, 34, 1
2021/10/7, 45, 36, 1
2021/10/8, 52, 37, 1
2021/10/9, 44, 33, 
2021/10/10, 44, 31, 
2021/10/11, 45, 36, 
2021/10/12, 49, 30, 
2021/10/13, 39, 38, 
2021/10/14, 39, 35, 
2021/10/15, 34, 34, 
2021/10/16, 43, 42, 
2021/10/17, 49, 39, 
2021/10/18, 48, 37, 
2021/10/19, 54, 39, 
2021/10/20, 58, 32, 
2021/10/21, 51, 31, 
2021/10/22, 45, 29, 
2021/10/23, 44, 40, 
2021/10/24, 39, 40, 
2021/10/25, 50, 35, 
2021/10/26, 48, 36, 
2021/10/27, 48, 40, 
2021/10/28, 52, 38, 
2021/10/29, 50, 33, 3
2021/10/30, 41, 29, 
2021/10/31, 40, 31, 
2021/11/1, 41, 30, 
2021/11/2, 42, 28, 
2021/11/3, 37, 33, 3
2021/11/4, 38, 28, 1
2021/11/5, 35, 32, 1
2021/11/6, 34, 35, 1
2021/11/7, 41, 36, 1
2021/11/8, 51, 34, 1
2021/11/9, 47, 37, 1
2021/11/10, 50, 30, 1
2021/11/11, 49, 28, 1
2021/11/12, 38, 26, 1
2021/11/13, 30, 25, 1
2021/11/14, 30, 27, 1
2021/11/15, 34, 31, 1
2021/11/16, 38, 27, 1
2021/11/17, 35, 30, 1
2021/11/18, 39, 29, 1
2021/11/19, 38, 29, 1
2021/11/20, 45, 27, 1
2021/11/21, 39, 28, 1
2021/11/22, 33, 25, 1
2021/11/23, 37, 24, 1
2021/11/24, 41, 27, 1
2021/11/25, 43, 25, 1
2021/11/26, 29, 26, 1
2021/11/27, 32, 23, 1
2021/11/28, 28, 24, 1
2021/11/29, 30, 32, 8
2021/11/30, 39, 33, 
2021/12/1, 41, 28, 
2021/12/2, 35, 29, 
2021/12/3, 34, 29, 1
2021/12/4, 32, 27, 
2021/12/5, 29, 31, 1
2021/12/6, 46, 30, 
2021/12/7, 39, 28, 
2021/12/8, 34, 26, 
2021/12/9, 31, 23, 1
2021/12/10, 27, 29, 1
2021/12/11, 35, 32, 1
2021/12/12, 35, 24, 
2021/12/13, 30, 27, 
2021/12/14, 29, 32, 1
2021/12/15, 30, 32, 
2021/12/16, 34, 24, 
2021/12/17, 30, 27, 
2021/12/18, 28, 24, 1
2021/12/19, 28, 22, 
2021/12/20, 20, 23, 1
2021/12/21, 19, 21, 
2021/12/22, 21, 26, 1
2021/12/23, 24, 33, 1
2021/12/24, 28, 29, 
2021/12/25, 28, 24, 
2021/12/26, 26, 21, 1
2021/12/27, 22, 24, 1
2021/12/28, 26, 22, 
2021/12/29, 22, 20, 
2021/12/30, 19, 17, 
2021/12/31, 13, 27, 1
2022/1/1, 31, 30, 
2022/1/2, 37, 27, 
2022/1/3, 31, 32, 
2021/7/2, 70, 36, 1
2021/7/3, 54, 46, 1
2021/7/4, 71, 49, 
2021/7/5, 80, 53, 1
2021/7/6, 87, 50, 1
2021/7/7, 78, 40, 
2021/7/8, 52, 43, 1
2021/7/9, 63, 47, 
2021/7/10, 71, 50, 1
2021/7/11, 65, 48, 1
2021/7/12, 71, 67, 
2021/7/13, 67, 57, 12
2021/7/14, 66, 49, 1
2021/7/15, 61, 42, 1
2021/7/16, 53, 40, 
2021/7/17, 56, 40, 
2021/7/18, 60, 49, 
2021/7/19, 77, 48, 
2021/7/20, 93, 43, 
2021/7/21, 65, 48, 
2021/7/22, 72, 53, 
2021/7/23, 87, 52, 3
2021/7/24, 81, 54, 
2021/7/25, 79, 46, 
2021/7/26, 69, 34, 
2021/7/27, 42, 43, 
2021/7/28, 44, 45, 
2021/7/29, 47, 43, 
2021/7/30, 52, 41, 
2021/7/31, 57, 40, 
2021/8/1, 56, 42, 
2021/8/2, 61, 50, 
2021/8/3, 75, 50, 
2021/8/4, 78, 44, 
2021/8/5, 69, 43, 
2021/8/6, 59, 40, 
2021/8/7, 52, 35, 
2021/8/8, 52, 34, 
2021/8/9, 46, 39, 
2021/8/10, 48, 41, 
2021/8/11, 41, 38, 
2021/8/12, 52, 42, 
2021/8/13, 57, 50, 
2021/8/14, 60, 42, 1
2021/8/15, 58, 33, 
2021/8/16, 55, 45, 
2021/8/17, 63, 52, 13
2021/8/18, 70, 46, 
2021/8/19, 58, 49, 
2021/8/20, 59, 41, 
2021/8/21, 54, 38, 
2021/8/22, 52, 35, 
2021/8/23, 49, 35, 2
2021/8/24, 44, 27, 
2021/8/25, 34, 36, 
2021/8/26, 33, 50, 
2021/8/27, 51, 37, 
2021/8/28, 44, 34, 
2021/8/29, 46, 39, 
2021/8/30, 61, 38, 
2021/8/31, 52, 31, 
2021/9/1, 44, 28, 
2021/9/2, 37, 25, 
2021/9/3, 41, 19, 
2021/9/4, 20, 26, 
2021/9/5, 33, 30, 1
2021/9/6, 42, 30, 
2021/9/7, 27, 37, 2
2021/9/8, 38, 45, 14
2021/9/9, 49, 45, 1
2021/9/10, 54, 42, 1
2021/9/11, 52, 43, 1
2021/9/12, 55, 48, 1
2021/9/13, 57, 50, 
2021/9/14, 46, 37, 
2021/9/15, 41, 33, 1
2021/9/16, 40, 38, 
2021/9/17, 44, 32, 
2021/9/18, 47, 30, 
2021/9/19, 46, 24, 
2021/9/20, 33, 21, 
2021/9/21, 17, 31, 
2021/9/22, 38, 33, 
2021/9/23, 38, 34, 
2021/9/24, 40, 38, 1
2021/9/25, 48, 39, 
2021/9/26, 49, 29, 
2021/9/27, 42, 27, 
2021/9/28, 36, 25, 
2021/9/29, 41, 26, 1
2021/9/30, 45, 27, 19
2021/10/1, 40, 36, 
2021/4/2, 40, 34, 1
2021/4/3, 44, 39, 1
2021/4/4, 51, 33, 1
2021/4/5, 44, 33, 1
2021/4/6, 42, 29, 1
2021/4/7, 41, 24, 1
2021/4/8, 35, 23, 1
2021/4/9, 23, 22, 1
2021/4/10, 23, 26, 1
2021/4/11, 32, 32, 1
2021/4/12, 41, 37, 1
2021/4/13, 43, 42, 1
2021/4/14, 48, 37, 1
2021/4/15, 55, 36, 1
2021/4/16, 48, 39, 1
2021/4/17, 55, 43, 1
2021/4/18, 60, 42, 1
2021/4/19, 53, 37, 1
2021/4/20, 49, 41, 1
2021/4/21, 50, 39, 1
2021/4/22, 40, 32, 1
2021/4/23, 38, 37, 1
2021/4/24, 39, 33, 1
2021/4/25, 40, 40, 1
2021/4/26, 41, 45, 
2021/4/27, 46, 62, 1
2021/4/28, 61, 65, 1
2021/4/29, 65, 50, 1
2021/4/30, 52, 44, 1
2021/5/1, 48, 39, 1
2021/5/2, 49, 38, 1
2021/5/3, 53, 41, 1
2021/5/4, 54, 32, 1
2021/5/5, 44, 38, 7
2021/5/6, 45, 35, 1
2021/5/7, 48, 37, 1
2021/5/8, 52, 35, 1
2021/5/9, 43, 35, 1
2021/5/10, 42, 42, 1
2021/5/11, 49, 53, 1
2021/5/12, 57, 60, 1
2021/5/13, 70, 63, 1
2021/5/14, 64, 49, 1
2021/5/15, 62, 45, 1
2021/5/16, 62, 46, 1
2021/5/17, 57, 54, 1
2021/5/18, 81, 52, 1
