date, pm25, pm10, o3, so2
2022/11/5, 37, 19, , 
2022/11/6, 36, 21, , 
2022/11/7, 36, 29, , 
2022/11/8, 37, 28, , 
2022/11/9, 40, 10, , 
2022/11/10, 15, 10, , 
2022/11/11, 12, 8, , 
2022/11/12, 12, 4, , 
2022/11/13, 9, 9, , 
2022/11/14, 12, 11, , 
2022/11/15, 18, 17, , 
2022/11/16, 20, 19, , 
2022/11/17, 19, 19, , 
2022/11/18, 20, 13, , 
2022/11/19, 13, 12, , 
2022/11/20, 14, 14, , 
2022/11/21, 10, 21, , 
2022/11/22, 16, 53, , 
2022/11/23, 17, 17, , 
2022/11/24, 13, 21, , 
2022/11/25, 20, 30, , 
2022/11/26, 31, 26, , 
2022/11/27, 27, 22, , 
2022/11/28, 31, 20, , 
2022/11/29, 22, 25, , 
2022/11/30, 21, 17, , 
2022/12/1, 13, 65, , 
2022/12/2, 21, 25, , 
2022/12/3, 15, 16, , 
2022/12/4, 18, 14, , 
2022/12/5, 8, 19, , 
2022/12/6, 23, 18, , 
2022/12/7, 11, 18, , 
2022/12/8, 21, 9, , 
2022/12/9, 11, 13, , 
2022/12/10, 11, 16, , 
2022/12/11, 12, 17, , 
2022/12/12, 18, 17, , 
2022/12/13, 15, 19, , 
2022/12/14, 19, 18, , 
2022/12/15, 18, 24, , 
2022/12/16, 16, 28, , 
2022/12/17, 28, 23, , 
2022/12/18, 22, 15, , 
2022/12/19, 18, 14, , 
2022/12/20, 15, 16, , 
2022/12/21, 12, 16, , 
2022/12/22, 14, 15, , 
2022/12/23, 18, 20, , 
2022/12/24, 12, 24, , 
2022/12/25, 20, 27, , 
2022/12/26, 20, 17, , 
2022/12/27, 16, 40, , 
2022/12/28, 28, 26, , 
2022/12/29, 11, 30, , 
2022/12/30, 7, 31, , 
2022/12/31, 38, 20, , 
2023/1/1, 18, 21, , 
2023/1/2, 10, 16, , 
2022/7/2, 45, 9, , 
2022/7/3, 33, 20, , 
2022/7/4, 77, 17, , 
2022/7/5, 59, 15, , 
2022/7/6, 40, 8, , 
2022/7/7, 31, 38, , 
2022/7/8, 112, 24, , 
2022/7/9, 78, 7, , 
2022/7/10, 27, 8, , 
2022/7/11, 32, 14, , 
2022/7/12, 58, 7, , 
2022/7/13, 35, 10, , 
2022/7/14, 53, 9, , 
2022/7/15, 47, 24, , 
2022/7/16, 89, 15, , 
2022/7/17, 59, 8, , 
2022/7/18, 38, 26, , 
2022/7/19, 84, 35, , 
2022/7/20, 108, 40, , 
2022/7/21, 122, 30, , 
2022/7/22, 91, 43, , 
2022/7/23, 114, 17, , 
2022/7/24, 71, 18, , 
2022/7/25, 71, 11, , 
2022/7/26, 39, 10, , 
2022/7/27, 30, 26, , 
2022/7/28, 64, 26, , 
2022/7/29, 79, 23, , 
2022/7/30, 63, 29, , 
2022/7/31, 99, 44, , 
2022/8/1, 133, 33, , 
2022/8/2, 94, 24, , 
2022/8/3, 74, 22, , 
2022/8/4, 81, 37, , 
2022/8/5, 94, 26, , 
2022/8/6, 89, 11, , 
2022/8/7, 47, 12, , 
2022/8/8, 36, 21, , 
2022/8/9, 74, 29, , 
2022/8/10, 86, 41, , 
2022/8/11, 118, 45, , 
2022/8/12, 118, 2, , 
2022/8/13, 35, 6, , 
2022/8/14, 22, 9, , 
2022/8/15, 32, 7, , 
2022/8/16, 31, 13, , 
2022/8/17, 47, 35, , 
2022/8/18, 108, 24, , 
2022/8/19, 71, 18, , 
2022/8/20, 51, 13, , 
2022/8/21, 49, 25, , 
2022/8/22, 70, 23, , 
2022/8/23, 77, 27, , 
2022/8/24, 79, 30, , 
2022/8/25, 85, 18, , 
2022/8/26, 47, 18, , 
2022/8/27, 56, 16, , 
2022/8/28, 42, 21, , 
2022/8/29, 56, 35, , 
2022/8/30, 87, 26, , 
2022/8/31, 66, 35, , 
2022/9/1, 97, , , 
2022/9/3, 51, 18, , 
2022/9/4, 56, , , 
2022/9/6, 94, 46, , 
2022/9/7, 93, , , 
2022/9/10, 37, 18, , 
2022/9/11, 57, 24, , 
2022/9/12, 69, 26, , 
2022/9/13, 83, 33, , 
2022/9/14, 75, 40, , 
2022/9/15, 87, 26, , 
2022/9/16, 55, 11, , 
2022/9/17, 34, 10, , 
2022/9/18, 37, 14, , 
2022/9/19, 45, 16, , 
2022/9/20, 59, 11, , 
2022/9/21, 38, 11, , 
2022/9/22, 35, 15, , 
2022/9/23, 39, 14, , 
2022/9/24, 29, 19, , 
2022/9/25, 43, 13, , 
2022/9/26, 39, 20, , 
2022/9/27, 29, 25, , 
2022/9/28, 28, 31, , 
2022/9/29, 11, 25, , 
2022/9/30, 12, 69, , 
2022/10/1, 9, 28, , 
2022/4/2, 69, 22, , 
2022/4/3, 57, 8, , 
2022/4/4, 29, 15, , 
2022/4/5, 39, 21, , 
2022/4/6, 39, 28, , 
2022/4/7, 47, 30, , 
2022/4/8, 53, 24, , 
2022/4/9, 49, 9, , 
2022/4/10, 24, 12, , 
2022/4/11, 33, 19, , 
2022/4/12, 48, 22, , 
2022/4/13, 50, 25, , 
2022/4/14, 49, 44, , 
2022/4/15, 90, 23, , 
2022/4/16, 61, 28, , 
2022/4/17, 69, 45, , 
2022/4/18, 105, 27, , 
2022/4/19, 62, 31, , 
2022/4/20, 83, 18, , 
2022/4/21, 53, 32, , 
2022/4/22, 94, 9, , 
2022/4/23, 31, 7, , 
2022/4/24, 24, 9, , 
2022/4/25, 22, 13, , 
2022/4/26, 39, 10, , 
2022/4/27, 18, 10, , 
2022/4/28, 40, 17, , 
2022/4/29, 51, 17, , 
2022/4/30, 46, 18, , 
2022/5/1, 55, 19, , 
2022/5/2, 62, 16, , 
2022/5/3, 42, 18, , 
2022/5/4, 46, 31, , 
2022/5/5, 75, 45, , 
2022/5/6, 128, 29, , 
2022/5/7, 84, 26, , 
2022/5/8, 69, 29, , 
2022/5/9, 96, 35, , 
2022/5/10, 99, 27, , 
2022/5/11, 73, 56, , 
2022/5/12, 145, 45, , 
2022/5/13, 129, 16, , 
2022/5/14, 48, 25, , 
2022/5/15, 73, 46, , 
2022/5/16, 130, 53, , 
2022/5/17, 140, 42, , 
2022/5/18, 122, 25, , 
2022/5/19, 87, 22, , 
2022/5/20, 71, 24, , 
2022/5/21, 53, 42, , 
2022/5/22, 125, 18, , 
2022/5/23, 58, 12, , 
2022/5/24, 47, 15, , 
2022/5/25, 39, 14, , 
2022/5/26, 45, 22, , 
2022/5/27, 75, 32, , 
2022/5/28, 106, 24, , 
2022/5/29, 82, 23, , 
2022/5/30, 88, 36, , 
2022/5/31, 106, 58, , 
2022/6/1, 159, 46, , 
2022/6/2, 145, 34, , 
2022/6/3, 93, 6, , 
2022/6/4, 22, 4, , 
2022/6/5, 13, 10, , 
2022/6/6, 32, 11, , 
2022/6/7, 34, 19, , 
2022/6/8, 54, 17, , 
2022/6/9, 54, 24, , 
2022/6/10, 77, 31, , 
2022/6/11, 83, 61, , 
2022/6/12, 162, 33, , 
2022/6/13, 109, 20, , 
2022/6/14, 71, 15, , 
2022/6/15, 51, 36, , 
2022/6/16, 99, 20, , 
2022/6/17, 76, 33, , 
2022/6/18, 95, 29, , 
2022/6/19, 91, 33, , 
2022/6/20, 110, 33, , 
2022/6/21, 106, 23, , 
2022/6/22, 65, 35, , 
2022/6/23, 112, 11, , 
2022/6/24, 34, 25, , 
2022/6/25, 61, 40, , 
2022/6/26, 120, 25, , 
2022/6/27, 85, 20, , 
2022/6/28, 74, 12, , 
2022/6/29, 44, 19, , 
2022/6/30, 61, 23, , 
2022/7/1, 87, 13, , 
2022/1/4, 15, 13, , 
2022/1/5, 20, 29, , 
2022/1/6, 40, 31, , 
2022/1/7, 43, 27, , 
2022/1/8, 39, 22, , 
2022/1/9, 28, 13, , 
2022/1/10, 23, 22, , 
2022/1/11, 29, 30, , 
2022/1/12, 44, 22, , 
2022/1/13, 38, 19, , 
2022/1/14, 28, 19, , 
2022/1/15, 26, 19, , 
2022/1/16, 29, 12, , 
2022/1/17, 17, 10, , 
2022/1/18, 17, 14, , 
2022/1/19, 30, 26, , 
2022/1/20, 34, 18, , 
2022/1/21, 25, 18, , 
2022/1/22, 26, 10, , 
2022/1/23, 21, 16, , 
2022/1/24, 27, 15, , 
2022/1/25, 19, 22, , 
2022/1/26, 26, 27, , 
2022/1/27, 43, 23, , 
2022/1/28, 33, 15, , 
2022/1/29, 28, 14, , 
2022/1/30, 39, 14, , 
2022/1/31, 24, 23, , 
2022/2/1, 23, 29, , 
2022/2/2, 38, 27, , 
2022/2/3, 40, 23, , 
2022/2/4, 36, 19, , 
2022/2/5, 22, 19, , 
2022/2/6, 19, 26, , 
2022/2/7, 42, 40, , 
2022/2/8, 48, 33, , 
2022/2/9, 52, 47, , 
2022/2/10, 99, 45, , 
2022/2/11, 84, 51, , 
2022/2/12, 96, 69, , 
2022/2/13, 119, 45, , 
2022/2/14, 82, 29, , 
2022/2/15, 47, 20, , 
2022/2/16, 30, 32, , 
2022/2/17, 58, 36, , 
2022/2/18, 60, 48, , 
2022/2/19, 102, 33, , 
2022/2/20, 65, 16, , 
2022/2/21, 27, 35, , 
2022/2/22, 73, 18, , 
2022/2/23, 27, 14, , 
2022/2/24, 28, 15, , 
2022/2/25, 28, 21, , 
2022/2/26, 36, 14, , 
2022/2/27, 26, 15, , 
2022/2/28, 24, 32, , 
2022/3/1, 46, 24, , 
2022/3/2, 38, 25, , 
2022/3/3, 23, 30, , 
2022/3/4, 56, 21, , 
2022/3/5, 32, 19, , 
2022/3/6, 33, 12, , 
2022/3/7, 28, 15, , 
2022/3/8, 24, 23, , 
2022/3/9, 24, 19, , 
2022/3/10, 25, 22, , 
2022/3/11, 32, 29, , 
2022/3/12, 48, 45, , 
2022/3/13, 86, 28, , 
2022/3/14, 50, 28, , 
2022/3/15, 42, 42, , 
2022/3/16, 71, 34, , 
2022/3/17, 76, 21, , 
2022/3/18, 44, 28, , 
2022/3/19, 46, 43, , 
2022/3/20, 79, 27, , 
2022/3/21, 40, 16, , 
2022/3/22, 30, 14, , 
2022/3/23, 19, 8, , 
2022/3/24, 20, 21, , 
2022/3/25, 39, 24, , 
2022/3/26, 41, 20, , 
2022/3/27, 42, 13, , 
2022/3/28, 29, 21, , 
2022/3/29, 44, 13, , 
2022/3/30, 25, 21, , 
2022/3/31, 42, 29, , 
2022/4/1, 60, 32, , 
2021/10/2, 44, 13, , 
2021/10/3, 30, 13, , 
2021/10/4, 27, 18, , 
2021/10/5, 34, 16, , 
2021/10/6, 30, 25, , 
2021/10/7, 40, 31, , 
2021/10/8, 44, 29, , 
2021/10/9, 39, 32, , 
2021/10/10, 58, 24, , 
2021/10/11, 49, 27, , 
2021/10/12, 52, 26, , 
2021/10/13, 40, 108, , 
2021/10/14, 36, 10, , 
2021/10/15, 49, 115, , 
2021/10/16, 47, 90, , 
2021/10/17, 41, 7, , 
2021/10/18, 37, 10, , 
2021/10/19, 44, 13, , 
2021/10/20, 48, 10, , 
2021/10/21, 47, 12, , 
2021/10/22, 55, 16, , 
2021/10/23, 41, 18, , 
2021/10/24, 43, 14, , 
2021/10/25, 38, 19, , 
2021/10/26, 35, 18, , 
2021/10/27, 37, 20, , 
2021/10/28, 44, 26, , 
2021/10/29, 50, 28, , 
2021/10/30, 57, 23, , 
2021/10/31, 49, 36, , 
2021/11/1, 64, 24, , 
2021/11/2, 58, 27, , 
2021/11/3, 57, 11, , 
2021/11/4, 42, 26, , 
2021/11/5, 44, 18, , 
2021/11/6, 42, 25, , 
2021/11/7, 54, 17, , 
2021/11/8, 43, 16, , 
2021/11/9, 39, 23, , 
2021/11/10, 44, 18, , 
2021/11/11, 49, 24, , 
2021/11/12, 49, 16, , 
2021/11/13, 34, 14, , 
2021/11/14, 38, 12, , 
2021/11/15, 33, 12, , 
2021/11/16, 34, 20, , 
2021/11/17, 33, 15, , 
2021/11/18, 29, 15, , 
2021/11/19, 36, 21, , 
2021/11/20, 50, 25, , 
2021/11/21, 52, 15, , 
2021/11/22, 38, 19, , 
2021/11/23, 37, 25, , 
2021/11/24, 41, 14, , 
2021/11/25, 44, 23, , 
2021/11/26, 43, 32, , 
2021/11/27, 30, 15, , 
2021/11/28, 30, 17, , 
2021/11/29, 30, 19, , 
2021/11/30, 27, 25, , 
2021/12/1, 34, 21, , 
2021/12/2, 38, 22, , 
2021/12/3, 38, 26, , 
2021/12/4, 45, 24, , 
2021/12/5, 38, 28, , 
2021/12/6, 37, 31, , 
2021/12/7, 52, 37, , 
2021/12/8, 39, 26, , 
2021/12/9, 55, 32, , 
2021/12/10, 44, 22, , 
2021/12/11, 33, 9, , 
2021/12/12, 19, 13, , 
2021/12/13, 29, 15, , 
2021/12/14, 26, 17, , 
2021/12/15, 24, 25, , 
2021/12/16, 26, 29, , 
2021/12/17, 39, 22, , 
2021/12/18, 27, 25, , 
2021/12/19, 28, 26, , 
2021/12/20, 27, 20, , 
2021/12/21, 31, 25, , 
2021/12/22, 32, 35, , 
2021/12/23, 53, 18, , 
2021/12/24, 34, 31, , 
2021/12/25, 52, 28, , 
2021/12/26, 52, 34, , 
2021/12/27, 75, 32, , 
2021/12/28, 54, 40, , 
2021/12/29, 78, 18, , 
2021/12/30, 49, 17, , 
2021/12/31, 30, 18, , 
2022/1/1, 28, 13, , 
2022/1/2, 25, 8, , 
2022/1/3, 14, 10, , 
2021/7/2, 138, 31, , 
2021/7/3, 90, 28, , 
2021/7/4, 85, 49, , 
2021/7/5, 132, 34, , 
2021/7/6, 97, 31, , 
2021/7/7, 84, 44, , 
2021/7/8, 113, 71, , 
2021/7/9, 169, 25, , 
2021/7/10, 71, 33, , 
2021/7/11, 92, 40, , 
2021/7/12, 108, 37, , 
2021/7/13, 117, 28, , 
2021/7/14, 81, 40, , 
2021/7/15, 98, 50, , 
2021/7/16, 142, 54, , 
2021/7/17, 133, 46, , 
2021/7/18, 111, 24, , 
2021/7/19, 71, 30, , 
2021/7/20, 82, 33, , 
2021/7/21, 92, 51, , 
2021/7/22, 114, 63, , 
2021/7/23, 155, 45, , 
2021/7/24, 119, 65, , 
2021/7/25, 154, 24, , 
2021/7/26, 69, 22, , 
2021/7/27, 56, 22, , 
2021/7/28, 64, 37, , 
2021/7/29, 88, 69, , 
2021/7/30, 129, 88, , 
2021/7/31, 178, 41, , 
2021/8/1, 107, 35, , 
2021/8/2, 92, 40, , 
2021/8/3, 101, 41, , 
2021/8/4, 103, 60, , 
2021/8/5, 147, 40, , 
2021/8/6, 102, 56, , 
2021/8/7, 135, 35, , 
2021/8/8, 90, 41, , 
2021/8/9, 90, 57, , 
2021/8/10, 136, 42, , 
2021/8/11, 99, 48, , 
2021/8/12, 108, 63, , 
2021/8/13, 155, 70, , 
2021/8/14, 158, 71, , 
2021/8/15, 159, 64, , 
2021/8/16, 152, 28, , 
2021/8/17, 80, 14, , 
2021/8/18, 49, 9, , 
2021/8/19, 35, 15, , 
2021/8/20, 37, 13, , 
2021/8/21, 36, 11, , 
2021/8/22, 38, 32, , 
2021/8/23, 73, 43, , 
2021/8/24, 97, 40, , 
2021/8/25, 91, 18, , 
2021/8/26, 56, 22, , 
2021/8/27, 55, 30, , 
2021/8/28, 80, 23, , 
2021/8/29, 68, 29, , 
2021/8/30, 83, 11, , 
2021/8/31, 51, 20, , 
2021/9/1, 58, 39, , 
2021/9/2, 93, 38, , 
2021/9/3, 92, 23, , 
2021/9/4, 67, 18, , 
2021/9/5, 55, 19, , 
2021/9/6, 56, 22, , 
2021/9/7, 52, 28, , 
2021/9/8, 73, 37, , 
2021/9/9, 88, 23, , 
2021/9/10, 65, 37, , 
2021/9/11, 84, 14, , 
2021/9/12, 52, 7, , 
2021/9/13, 25, 22, , 
2021/9/14, 44, 34, , 
2021/9/15, 74, 22, , 
2021/9/16, 59, 21, , 
2021/9/17, 59, 24, , 
2021/9/18, 73, 35, , 
2021/9/19, 86, 19, , 
2021/9/20, 45, 19, , 
2021/9/21, 45, 30, , 
2021/9/22, 62, 31, , 
2021/9/23, 64, 35, , 
2021/9/24, 67, 41, , 
2021/9/25, 66, 9, , 
2021/9/26, 31, 19, , 
2021/9/27, 41, 20, , 
2021/9/28, 39, 33, , 
2021/9/29, 57, 30, , 
2021/9/30, 48, 12, , 
2021/10/1, 31, 21, , 
2021/4/2, 101, 29, , 
2021/4/3, 63, 26, , 
2021/4/4, 52, 59, , 
2021/4/5, 129, 29, , 
2021/4/6, 54, 37, , 
2021/4/7, 69, 42, , 
2021/4/8, 91, 28, , 
2021/4/9, 74, 23, , 
2021/4/10, 62, 20, , 
2021/4/11, 55, 17, , 
2021/4/12, 45, 17, , 
2021/4/13, 36, 37, , 
2021/4/14, 40, 43, , 
2021/4/15, 70, 27, , 
2021/4/16, 50, 36, , 
2021/4/17, 59, 46, , 
2021/4/18, 90, 33, , 
2021/4/19, 70, 37, , 
2021/4/20, 82, 23, , 
2021/4/21, 45, 17, , 
2021/4/22, 48, 23, , 
2021/4/23, 69, 32, , 
2021/4/24, 87, 26, , 
2021/4/25, 69, 22, , 
2021/4/26, 62, 25, , 
2021/4/27, 62, 35, , 
2021/4/28, 87, 32, , 
2021/4/29, 94, 31, , 
2021/4/30, 94, 32, , 
2021/5/1, 87, 17, , 
2021/5/2, 52, 6, , 
2021/5/3, 26, 20, , 
2021/5/4, 70, 24, , 
2021/5/5, 74, 54, , 
2021/5/6, 141, 71, , 
2021/5/7, 172, 56, , 
2021/5/8, 153, 35, , 
2021/5/9, 100, 34, , 
2021/5/10, 105, 35, , 
2021/5/11, 93, 68, , 
2021/5/12, 164, 62, , 
2021/5/13, 166, 55, , 
2021/5/14, 147, 70, , 
2021/5/15, 179, 64, , 
2021/5/16, 173, 59, , 
2021/5/17, 170, 67, , 
2021/5/18, 170, 60, , 
2021/5/19, 160, 21, , 
2021/5/20, 78, 14, , 
2021/5/21, 63, 21, , 
2021/5/22, 85, 41, , 
2021/5/23, 143, 27, , 
2021/5/24, 108, 39, , 
2021/5/25, 120, 69, , 
2021/5/26, 178, 64, , 
2021/5/27, 168, 45, , 
2021/5/28, 141, 21, , 
2021/5/29, 80, 35, , 
2021/5/30, 122, 35, , 
2021/5/31, 117, 21, , 
2021/6/1, 81, 10, , 
2021/6/2, 50, 15, , 
2021/6/3, 80, 25, , 
2021/6/4, 128, 20, , 
2021/6/5, 161, 33, , 
2021/6/6, 79, 45, , 
2021/6/7, 104, 72, , 
2021/6/8, 162, 46, , 
2021/6/9, 105, 17, , 
2021/6/10, 50, 54, , 
2021/6/11, 115, 60, , 
2021/6/12, 147, 46, , 
2021/6/13, 116, 33, , 
2021/6/14, 90, 29, , 
2021/6/15, 80, 43, , 
2021/6/16, 110, 57, , 
2021/6/17, 145, 63, , 
2021/6/18, 158, 59, , 
2021/6/19, 157, 63, , 
2021/6/20, 168, 47, , 
2021/6/21, 143, 27, , 
2021/6/22, 84, 19, , 
2021/6/23, 64, 15, , 
2021/6/24, 52, 10, , 
2021/6/25, 44, 27, , 
2021/6/26, 78, 39, , 
2021/6/27, 116, 46, , 
2021/6/28, 113, 84, , 
2021/6/29, 186, 113, , 
2021/6/30, 211, 94, , 
2021/7/1, 179, 51, , 
2021/1/5, 40, 28, , 
2021/1/6, 48, 28, , 
2021/1/7, 50, 21, , 
2021/1/8, 38, 23, , 
2021/1/9, 53, 19, , 
2021/1/10, 39, 12, , 
2021/1/11, 24, 11, , 
2021/1/12, 24, 19, , 
2021/1/13, 34, 27, , 
2021/1/14, 36, 26, , 
2021/1/15, 45, 22, , 
2021/1/16, 36, 20, , 
2021/1/17, 31, 26, , 
2021/1/18, 29, 28, , 
2021/1/19, 39, 31, , 
2021/1/20, 53, 30, , 
2021/1/21, 52, 29, , 
2021/1/22, 47, 30, , 
2021/1/23, 38, 26, , 
2021/1/24, 40, 22, , 
2021/1/25, 44, 28, , 
2021/1/26, 45, 29, , 
2021/1/27, 71, 25, , 
2021/1/28, 52, 16, , 
2021/1/29, 30, 10, , 
2021/1/30, 22, 9, , 
2021/1/31, 26, 9, , 
2021/2/1, 25, 7, , 
2021/2/2, 26, 13, , 
2021/2/3, 37, 22, , 
2021/2/4, 50, 29, , 
2021/2/5, 54, 18, , 
2021/2/6, 38, 14, , 
2021/2/7, 42, 13, , 
2021/2/8, 45, 17, , 
2021/2/9, 44, 31, , 
2021/2/10, 50, 30, , 
2021/2/11, 46, 22, , 
2021/2/12, 44, 23, , 
2021/2/13, 53, 24, , 
2021/2/14, 47, 23, , 
2021/2/15, 47, 24, , 
2021/2/16, 42, 20, , 
2021/2/17, 42, 17, , 
2021/2/18, 37, 12, , 
2021/2/19, 26, 12, , 
2021/2/20, 26, 15, , 
2021/2/21, 37, 17, , 
2021/2/22, 40, 16, , 
2021/2/23, 29, 48, , 
2021/2/24, 29, 62, , 
2021/2/25, 51, 39, , 
2021/2/26, 56, 33, , 
2021/2/27, 50, 29, , 
2021/2/28, 46, 26, , 
2021/3/1, 41, 32, , 
2021/3/2, 35, 59, , 
2021/3/3, 47, 49, , 
2021/3/4, 42, 36, , 
2021/3/5, 35, 32, , 
2021/3/6, 37, 29, , 
2021/3/7, 48, 22, , 
2021/3/8, 46, 26, , 
2021/3/9, 43, 43, , 
2021/3/10, 72, 25, , 
2021/3/11, 43, 17, , 
2021/3/12, 28, 25, , 
2021/3/13, 39, 35, , 
2021/3/14, 65, 27, , 
2021/3/15, 56, 24, , 
2021/3/16, 42, 26, , 
2021/3/17, 39, 34, , 
2021/3/18, 65, 29, , 
2021/3/19, 53, 27, , 
2021/3/20, 52, 20, , 
2021/3/21, 35, 20, , 
2021/3/22, 43, 30, , 
2021/3/23, 48, 35, , 
2021/3/24, 60, 34, , 
2021/3/25, 60, 32, , 
2021/3/26, 55, 36, , 
2021/3/27, 65, 41, , 
2021/3/28, 71, 32, , 
2021/3/29, 59, 128, , 
2021/3/30, 65, 45, , 
2021/3/31, 93, 51, , 
2021/4/1, 106, 46, , 
2020/10/2, 21, 19, , 
2020/10/3, 24, 23, , 
2020/10/4, 37, 22, , 
2020/10/5, 40, 21, , 
2020/10/6, 22, 19, , 
2020/10/7, 17, 20, , 
2020/10/8, 20, 21, , 
2020/10/9, 28, 23, , 
2020/10/10, 17, 20, , 
2020/10/11, 15, 19, , 
2020/10/12, 11, 21, , 
2020/10/13, 15, 25, , 
2020/10/14, 20, 25, , 
2020/10/15, 19, 39, , 
2020/10/16, 31, 42, , 
2020/10/17, 50, 24, , 
2020/10/18, 41, 20, , 
2020/10/19, 41, 20, , 
2020/10/20, 29, 18, , 
2020/10/21, 28, 19, , 
2020/10/22, 33, 30, , 
2020/10/23, 39, 32, , 
2020/10/24, 43, 21, , 
2020/10/25, 38, 12, , 
2020/10/26, 28, 14, , 
2020/10/27, 20, 14, , 
2020/10/28, 21, 11, , 
2020/10/29, 16, 31, , 
2020/10/30, 32, 37, , 
2020/10/31, 52, 29, , 
2020/11/1, 57, 19, , 
2020/11/2, 35, 28, , 
2020/11/3, 32, 32, , 
2020/11/4, 33, 25, , 
2020/11/5, 35, 29, , 
2020/11/6, 35, 30, , 
2020/11/7, 32, 29, , 
2020/11/8, 34, 25, , 
2020/11/9, 35, 32, , 
2020/11/10, 38, 34, , 
2020/11/11, 40, 33, , 
2020/11/12, 41, 32, , 
2020/11/13, 41, 27, , 
2020/11/14, 34, 26, , 
2020/11/15, 24, 39, , 
2020/11/16, 25, 37, , 
2020/11/17, 29, 30, , 
2020/11/18, 31, 26, , 
2020/11/19, 31, 20, , 
2020/11/20, 29, 16, , 
2020/11/21, 15, 25, , 
2020/11/22, 14, 21, , 
2020/11/23, 20, 22, , 
2020/11/24, 18, 18, , 
2020/11/25, 20, 18, , 
2020/11/26, 21, 29, , 
2020/11/27, 29, 27, , 
2020/11/28, 33, 19, , 
2020/11/29, 23, 21, , 
2020/11/30, 22, 23, , 
2020/12/1, 25, 24, , 
2020/12/2, 29, 22, , 
2020/12/3, 36, 27, , 
2020/12/4, 38, 31, , 
2020/12/5, 33, 39, , 
2020/12/6, 57, 34, , 
2020/12/7, 56, 26, , 
2020/12/8, 44, 17, , 
2020/12/9, 23, 23, , 
2020/12/10, 36, 20, , 
2020/12/11, 40, 16, , 
2020/12/12, 37, 14, , 
2020/12/13, 37, 10, , 
2020/12/14, 28, 11, , 
2020/12/15, 27, 16, , 
2020/12/16, 34, 21, , 
2020/12/17, 35, 24, , 
2020/12/18, 39, 18, , 
2020/12/19, 34, 13, , 
2020/12/20, 32, 12, , 
2020/12/21, 22, 22, , 
2020/12/22, 32, 26, , 
2020/12/23, 37, 23, , 
2020/12/24, 33, 23, , 
2020/12/25, 31, 21, , 
2020/12/26, 27, 19, , 
2020/12/27, 28, 23, , 
2020/12/28, 31, 24, , 
2020/12/29, 35, 20, , 
2020/12/30, 30, 54, , 
2020/12/31, 32, 20, , 
2021/1/1, 34, 23, , 
2021/1/2, 37, 23, , 
2021/1/3, 41, 18, , 
2021/1/4, 42, 25, , 
2020/7/2, 35, 49, , 
2020/7/3, 80, 26, , 
2020/7/4, 61, 31, , 
2020/7/5, 66, 21, , 
2020/7/6, 35, 38, , 
2020/7/7, 71, 61, , 
2020/7/8, 148, 25, , 
2020/7/9, 63, 23, , 
2020/7/10, 72, 28, , 
2020/7/11, 47, 43, , 
2020/7/12, 96, 19, , 
2020/7/13, 62, 26, , 
2020/7/14, 49, 73, , 
2020/7/15, 95, 92, , 
2020/7/16, 161, 55, , 
2020/7/17, 123, 19, , 
2020/7/18, 62, 8, , 
2020/7/19, 29, 9, , 
2020/7/20, 18, 6, , 
2020/7/21, 15, 8, , 
2020/7/22, 19, 30, , 
2020/7/23, 42, 48, , 
2020/7/24, 82, 43, , 
2020/7/25, 85, 31, , 
2020/7/26, 74, 22, , 
2020/7/27, 52, 35, , 
2020/7/28, 63, 24, , 
2020/7/29, 62, 40, , 
2020/7/30, 90, 49, , 
2020/7/31, 90, 45, , 
2020/8/1, 71, 42, , 
2020/8/2, 75, 22, , 
2020/8/3, 37, 23, , 
2020/8/4, 23, 33, , 
2020/8/5, 52, 29, , 
2020/8/6, 31, 27, , 
2020/8/7, 55, 24, , 
2020/8/8, 33, 49, , 
2020/8/9, 61, 52, , 
2020/8/10, 80, 21, , 
2020/8/11, 34, 15, , 
2020/8/12, 32, 26, , 
2020/8/13, 32, 37, , 
2020/8/14, 63, 26, , 
2020/8/15, 23, 50, , 
2020/8/16, 65, 30, , 
2020/8/17, 41, 29, , 
2020/8/18, 57, 33, , 
2020/8/19, 48, 24, , 
2020/8/20, 49, 30, , 
2020/8/21, 45, 42, , 
2020/8/22, 59, 60, , 
2020/8/23, 74, 28, , 
2020/8/24, 46, 17, , 
2020/8/25, 17, 7, , 
2020/8/26, 7, 5, , 
2020/8/27, 1, 19, , 
2020/8/28, 8, 9, , 
2020/8/29, 6, 13, , 
2020/8/30, 4, 15, , 
2020/8/31, 18, 30, , 
2020/9/1, 33, 58, , 
2020/9/2, 71, 41, , 
2020/9/3, 45, 39, , 
2020/9/4, 53, 34, , 
2020/9/5, 44, 28, , 
2020/9/6, 33, 32, , 
2020/9/7, 44, 36, , 
2020/9/8, 41, 23, , 
2020/9/9, 24, 17, , 
2020/9/10, 17, 26, , 
2020/9/11, 31, 23, , 
2020/9/12, 26, 24, , 
2020/9/13, 32, 15, , 
2020/9/14, 19, 25, , 
2020/9/15, 32, 37, , 
2020/9/16, 57, 26, , 
2020/9/17, 33, 23, , 
2020/9/18, 23, 16, , 
2020/9/19, 14, 14, , 
2020/9/20, 11, 19, , 
2020/9/21, 20, 32, , 
2020/9/22, 36, 29, , 
2020/9/23, 60, 29, , 
2020/9/24, 52, 25, , 
2020/9/25, 33, 21, , 
2020/9/26, 25, 30, , 
2020/9/27, 27, 26, , 
2020/9/28, 26, 24, , 
