date, pm25, pm10, o3, so2
2020/9/29, 22, 17, , 
2020/9/30, 14, 14, , 
2020/10/1, 12, 15, , 
2020/4/2, 47, 35, , 
2020/4/3, 48, 30, , 
2020/4/4, 48, 23, , 
2020/4/5, 44, 18, , 
2020/4/6, 46, 24, , 
2020/4/7, 41, 46, , 
2020/4/8, 80, 87, , 
2020/4/9, 76, 42, , 
2020/4/10, 74, 55, , 
2020/4/11, 113, 29, , 
2020/4/12, 76, 22, , 
2020/4/13, 49, 33, , 
2020/4/14, 63, 44, , 
2020/4/15, 80, 40, , 
2020/4/16, 74, 25, , 
2020/4/17, 52, 41, , 
2020/4/18, 59, 20, , 
2020/4/19, 36, 15, , 
2020/4/20, 28, 20, , 
2020/4/21, 34, 32, , 
2020/4/22, 38, 58, , 
2020/4/23, 67, 46, , 
2020/4/24, 65, 20, , 
2020/4/25, 46, 11, , 
2020/4/26, 22, 18, , 
2020/4/27, 36, 13, , 
2020/4/28, 26, 15, , 
2020/4/29, 26, 23, , 
2020/4/30, 40, 34, , 
2020/5/1, 65, 52, , 
2020/5/2, 107, 42, , 
2020/5/3, 97, 31, , 
2020/5/4, 66, 27, , 
2020/5/5, 60, 23, , 
2020/5/6, 47, 31, , 
2020/5/7, 50, 50, , 
2020/5/8, 75, 63, , 
2020/5/9, 123, 40, , 
2020/5/10, 84, 25, , 
2020/5/11, 36, 27, , 
2020/5/12, 52, 22, , 
2020/5/13, 50, 25, , 
2020/5/14, 58, 44, , 
2020/5/15, 68, 58, , 
2020/5/16, 91, 27, , 
2020/5/17, 44, 30, , 
2020/5/18, 51, 35, , 
2020/5/19, 58, 27, , 
2020/5/20, 55, 29, , 
2020/5/22, 58, 51, , 
2020/5/23, 94, 54, , 
2020/5/24, 146, 47, , 
2020/5/25, 110, 39, , 
2020/5/26, 69, 57, , 
2020/5/27, 87, 33, , 
2020/5/28, 67, 32, , 
2020/5/29, 52, 38, , 
2020/5/30, 70, 32, , 
2020/5/31, 87, 42, , 
2020/6/1, 98, 57, , 
2020/6/2, 125, 71, , 
2020/6/3, 156, 43, , 
2020/6/5, 107, 65, , 
2020/6/6, 159, 49, , 
2020/6/7, 143, 36, , 
2020/6/8, 93, 21, , 
2020/6/9, 63, 37, , 
2020/6/10, 66, 30, , 
2020/6/11, 71, 23, , 
2020/6/12, 58, 24, , 
2020/6/13, 36, 44, , 
2020/6/14, 84, 44, , 
2020/6/15, 91, 40, , 
2020/6/16, 96, 11, , 
2020/6/17, 36, 8, , 
2020/6/18, 29, 10, , 
2020/6/19, 19, 17, , 
2020/6/20, 25, 20, , 
2020/6/21, 44, 27, , 
2020/6/22, 46, 18, , 
2020/6/23, 50, 10, , 
2020/6/24, 31, 6, , 
2020/6/25, 32, 30, , 
2020/6/26, 31, 71, , 
2020/6/27, 128, 30, , 
2020/6/28, 52, 24, , 
2020/6/29, 63, 6, , 
2020/6/30, 27, 11, , 
2020/7/1, 29, 26, , 
2020/1/2, 55, 31, , 
2020/1/3, 54, 27, , 
2020/1/4, 50, 24, , 
2020/1/5, 29, 21, , 
2020/1/6, 49, 15, , 
2020/1/7, 31, 23, , 
2020/1/8, 37, 16, , 
2020/1/9, 28, 18, , 
2020/1/10, 25, 18, , 
2020/1/11, 33, 17, , 
2020/1/12, 28, 18, , 
2020/1/13, 34, 21, , 
2020/1/14, 33, 20, , 
2020/1/15, 35, 35, , 
2020/1/16, 36, 37, , 
2020/1/17, 48, 44, , 
2020/1/18, 63, 41, , 
2020/1/19, 72, 33, , 
2020/1/20, 58, 34, , 
2020/1/21, 53, 35, , 
2020/1/22, 48, 35, , 
2020/1/23, 48, 36, , 
2020/1/24, 50, 28, , 
2020/1/25, 52, 27, , 
2020/1/26, 55, 17, , 
2020/1/27, 37, 26, , 
2020/1/28, 38, 26, , 
2020/1/29, 57, 24, , 
2020/1/30, 46, 31, , 
2020/1/31, 52, 32, , 
2020/2/1, 61, 27, , 
2020/2/2, 51, 17, , 
2020/2/3, 37, 20, , 
2020/2/4, 34, 17, , 
2020/2/5, 32, 15, , 
2020/2/6, 29, 18, , 
2020/2/7, 32, 21, , 
2020/2/8, 35, 25, , 
2020/2/9, 43, 32, , 
2020/2/10, 52, 31, , 
2020/2/11, 58, 29, , 
2020/2/12, 58, 27, , 
2020/2/13, 57, 20, , 
2020/2/14, 42, 20, , 
2020/2/15, 32, 19, , 
2020/2/16, 33, 15, , 
2020/2/17, 35, 11, , 
2020/2/18, 29, 16, , 
2020/2/19, 24, 21, , 
2020/2/20, 31, 36, , 
2020/2/21, 42, 44, , 
2020/2/22, 62, 40, , 
2020/2/23, 64, 35, , 
2020/2/24, 58, 28, , 
2020/2/25, 51, 24, , 
2020/2/26, 44, 29, , 
2020/2/27, 45, 34, , 
2020/2/28, 54, 31, , 
2020/2/29, 48, 33, , 
2020/3/1, 46, 30, , 
2020/3/2, 57, 29, , 
2020/3/3, 49, 40, , 
2020/3/4, 58, 41, , 
2020/3/5, 64, 40, , 
2020/3/6, 62, 34, , 
2020/3/7, 55, 26, , 
2020/3/8, 47, 30, , 
2020/3/9, 58, 32, , 
2020/3/10, 56, 33, , 
2020/3/11, 54, 25, , 
2020/3/12, 41, 19, , 
2020/3/13, 36, 18, , 
2020/3/14, 23, 26, , 
2020/3/15, 32, 26, , 
2020/3/16, 42, 30, , 
2020/3/17, 54, 25, , 
2020/3/18, 52, 24, , 
2020/3/19, 46, 28, , 
2020/3/20, 46, 35, , 
2020/3/21, 54, 29, , 
2020/3/22, 51, 19, , 
2020/3/23, 38, 16, , 
2020/3/24, 26, 13, , 
2020/3/25, 21, 15, , 
2020/3/26, 23, 22, , 
2020/3/27, 35, 24, , 
2020/3/28, 36, 25, , 
2020/3/29, 47, 21, , 
2020/3/30, 43, , , 
2019/10/2, 48, 19, , 
2019/10/3, 52, 25, , 
2019/10/4, 56, 24, , 
2019/10/5, 58, 20, , 
2019/10/6, 60, 17, , 
2019/10/7, 58, 11, , 
2019/10/8, 37, 18, , 
2019/10/9, 40, 26, , 
2019/10/10, 54, 38, , 
2019/10/11, 61, 44, , 
2019/10/12, 72, 29, , 
2019/10/13, 63, 23, , 
2019/10/14, 49, 36, , 
2019/10/15, 57, 22, , 
2019/10/16, 46, 25, , 
2019/10/17, 56, 25, , 
2019/10/18, 54, 30, , 
2019/10/19, 52, 40, , 
2019/10/20, 67, 23, , 
2019/10/21, 53, 21, , 
2019/10/22, 46, 22, , 
2019/10/23, 42, 26, , 
2019/10/24, 54, 25, , 
2019/10/25, 55, 23, , 
2019/10/26, 53, 18, , 
2019/10/27, 47, 10, , 
2019/10/28, 38, 24, , 
2019/10/29, 38, 21, , 
2019/10/30, 40, 18, , 
2019/10/31, 55, 16, , 
2019/11/1, 45, 20, , 
2019/11/2, 46, 14, , 
2019/11/3, 48, 12, , 
2019/11/4, 37, 14, , 
2019/11/5, 39, 19, , 
2019/11/6, 43, 20, , 
2019/11/7, 47, 21, , 
2019/11/8, 48, 24, , 
2019/11/9, 51, 26, , 
2019/11/10, 54, 25, , 
2019/11/11, 51, 25, , 
2019/11/12, 52, 39, , 
2019/11/13, 55, 32, , 
2019/11/14, 50, 25, , 
2019/11/15, 50, 23, , 
2019/11/16, 50, 24, , 
2019/11/17, 42, 23, , 
2019/11/18, 37, 25, , 
2019/11/19, 46, 27, , 
2019/11/20, 53, 26, , 
2019/11/21, 36, 28, , 
2019/11/22, 46, 34, , 
2019/11/23, 52, 27, , 
2019/11/24, 53, 22, , 
2019/11/25, 37, 18, , 
2019/11/26, 33, 23, , 
2019/11/27, 38, 22, , 
2019/11/28, 33, 20, , 
2019/11/29, 32, 18, , 
2019/11/30, 32, 18, , 
2019/12/1, 33, 18, , 
2019/12/2, 29, 21, , 
2019/12/3, 41, 32, , 
2019/12/4, 40, 30, , 
2019/12/5, 45, 24, , 
2019/12/6, 45, 24, , 
2019/12/7, 38, 25, , 
2019/12/8, 46, 23, , 
2019/12/9, 45, 27, , 
2019/12/10, 46, 26, , 
2019/12/11, 48, 32, , 
2019/12/12, 39, 30, , 
2019/12/13, 39, 27, , 
2019/12/14, 49, 22, , 
2019/12/15, 38, 18, , 
2019/12/16, 37, 23, , 
2019/12/17, 30, 23, , 
2019/12/18, 37, 22, , 
2019/12/19, 39, 20, , 
2019/12/20, 33, 18, , 
2019/12/21, 36, 21, , 
2019/12/22, 30, 17, , 
2019/12/23, 29, 16, , 
2019/12/24, 23, 12, , 
2019/12/25, 24, 11, , 
2019/12/26, 25, 17, , 
2019/12/27, 26, 23, , 
2019/12/28, 42, 21, , 
2019/12/29, 41, 20, , 
2019/12/30, 38, , , 
2019/7/2, 56, 51, , 
2019/7/3, 66, 72, , 
2019/7/4, 83, 53, , 
2019/7/5, 79, 22, , 
2019/7/6, 42, 32, , 
2019/7/7, 53, 26, , 
2019/7/8, 49, 23, , 
2019/7/9, 44, 24, , 
2019/7/10, 37, 23, , 
2019/7/11, 47, 37, , 
2019/7/12, 50, 44, , 
2019/7/13, 62, 34, , 
2019/7/14, 45, 40, , 
2019/7/15, 59, 24, , 
2019/7/16, 44, 38, , 
2019/7/17, 55, 51, , 
2019/7/18, 67, 50, , 
2019/7/19, 67, 55, , 
2019/7/20, 73, 28, , 
2019/7/21, 51, 13, , 
2019/7/22, 34, 18, , 
2019/7/23, 33, 27, , 
2019/7/24, 43, 34, , 
2019/7/25, 55, 35, , 
2019/7/26, 52, 70, , 
2019/7/27, 79, 49, , 
2019/7/28, 71, 36, , 
2019/7/29, 61, 17, , 
2019/7/30, 38, 21, , 
2019/7/31, 42, 26, , 
2019/8/1, 49, 25, , 
2019/8/2, 55, 19, , 
2019/8/3, 48, 27, , 
2019/8/4, 52, 40, , 
2019/8/5, 64, 35, , 
2019/8/6, 67, 24, , 
2019/8/7, 44, 17, , 
2019/8/8, 51, 26, , 
2019/8/9, 50, 67, , 
2019/8/10, 77, 64, , 
2019/8/11, 104, 32, , 
2019/8/12, 68, 25, , 
2019/8/13, 53, 28, , 
2019/8/14, 48, 45, , 
2019/8/15, 67, 48, , 
2019/8/16, 68, 32, , 
2019/8/17, 62, 21, , 
2019/8/18, 40, 39, , 
2019/8/19, 57, 49, , 
2019/8/20, 72, 51, , 
2019/8/21, 76, 61, , 
2019/8/22, 76, 66, , 
2019/8/23, 78, 80, , 
2019/8/24, 99, 70, , 
2019/8/25, 100, 41, , 
2019/8/26, 72, 27, , 
2019/8/27, 52, 30, , 
2019/8/28, 53, 35, , 
2019/8/29, 57, 21, , 
2019/8/30, 44, 19, , 
2019/8/31, 44, 16, , 
2019/9/1, 39, 14, , 
2019/9/2, 35, 23, , 
2019/9/3, 37, 39, , 
2019/9/4, 59, 68, , 
2019/9/5, 104, 48, , 
2019/9/6, 79, 33, , 
2019/9/7, 61, 14, , 
2019/9/8, 47, 14, , 
2019/9/9, 40, 8, , 
2019/9/10, 28, 28, , 
2019/9/11, 36, 42, , 
2019/9/12, 63, 37, , 
2019/9/13, 68, 30, , 
2019/9/14, 52, 36, , 
2019/9/15, 56, 16, , 
2019/9/16, 35, 16, , 
2019/9/17, 39, 24, , 
2019/9/18, 33, 26, , 
2019/9/19, 52, 15, , 
2019/9/20, 32, 15, , 
2019/9/21, 31, 14, , 
2019/9/22, 30, 18, , 
2019/9/23, 29, 23, , 
2019/9/24, 37, 27, , 
2019/9/25, 36, 34, , 
2019/9/26, 51, 31, , 
2019/9/27, 53, 31, , 
2019/9/28, 56, 33, , 
2019/9/29, 65, 16, , 
2019/9/30, 53, 12, , 
2019/10/1, 39, 12, , 
2019/4/2, 66, 43, , 
2019/4/3, 60, 43, , 
2019/4/4, 60, 25, , 
2019/4/5, 42, 28, , 
2019/4/6, 37, 51, , 
2019/4/7, 64, 46, , 
2019/4/8, 64, 35, , 
2019/4/9, 57, 26, , 
2019/4/10, 49, 30, , 
2019/4/11, 62, 45, , 
2019/4/12, 59, 69, , 
2019/4/13, 99, 33, , 
2019/4/14, 65, 100, , 
2019/4/15, 53, 42, , 
2019/4/16, 43, 43, , 
2019/4/17, 59, 53, , 
2019/4/18, 73, 61, , 
2019/4/19, 82, 35, , 
2019/4/20, 61, 32, , 
2019/4/21, 58, 41, , 
2019/4/22, 67, 34, , 
2019/4/23, 67, 45, , 
2019/4/24, 68, 58, , 
2019/4/25, 82, 65, , 
2019/4/26, 95, 83, , 
2019/4/27, 86, 73, , 
2019/4/28, 95, 66, , 
2019/4/29, 78, 57, , 
2019/4/30, 54, 48, , 
2019/5/1, 59, 45, , 
2019/5/2, 67, 47, , 
2019/5/3, 66, 26, , 
2019/5/4, 60, 10, , 
2019/5/5, 34, 24, , 
2019/5/6, 48, 27, , 
2019/5/7, 57, 33, , 
2019/5/8, 60, 24, , 
2019/5/9, 57, 28, , 
2019/5/10, 59, 47, , 
2019/5/11, 71, 62, , 
2019/5/12, 98, 43, , 
2019/5/13, 75, 42, , 
2019/5/14, 56, 80, , 
2019/5/15, 111, 91, , 
2019/5/16, 145, 49, , 
2019/5/17, 82, 29, , 
2019/5/18, 59, 25, , 
2019/5/19, 57, 19, , 
2019/5/20, 52, 17, , 
2019/5/21, 48, 42, , 
2019/5/22, 62, 70, , 
2019/5/23, 87, 98, , 
2019/5/24, 124, 101, , 
2019/5/25, 157, 90, , 
2019/5/26, 153, 56, , 
2019/5/27, 98, 23, , 
2019/5/28, 49, 30, , 
2019/5/29, 45, 42, , 
2019/5/30, 65, 8, , 
2019/5/31, 25, 8, , 
2019/6/1, 27, 12, , 
2019/6/2, 30, 29, , 
2019/6/3, 34, 66, , 
2019/6/4, 68, 59, , 
2019/6/5, 81, 12, , 
2019/6/6, 38, 16, , 
2019/6/7, 32, 27, , 
2019/6/8, 48, 43, , 
2019/6/9, 58, 57, , 
2019/6/10, 82, 40, , 
2019/6/11, 64, 35, , 
2019/6/12, 59, 13, , 
2019/6/13, 42, 8, , 
2019/6/14, 33, 13, , 
2019/6/15, 30, 44, , 
2019/6/16, 59, 44, , 
2019/6/17, 74, 55, , 
2019/6/18, 66, 51, , 
2019/6/19, 69, 43, , 
2019/6/20, 61, 71, , 
2019/6/21, 84, 77, , 
2019/6/22, 90, 76, , 
2019/6/23, 105, 53, , 
2019/6/24, 74, 40, , 
2019/6/25, 67, 27, , 
2019/6/26, 52, 22, , 
2019/6/27, 43, 11, , 
2019/6/28, 34, 19, , 
2019/6/29, 33, 31, , 
2019/6/30, 41, 52, , 
2019/7/1, 75, 36, , 
2019/1/2, 26, 30, , 
2019/1/3, 16, 33, , 
2019/1/4, 9, 27, , 
2019/1/5, 14, 25, , 
2019/1/6, 22, 23, , 
2019/1/7, 31, 18, , 
2019/1/8, 20, 12, , 
2019/1/9, 10, 10, , 
2019/1/10, 10, 12, , 
2019/1/11, 9, 22, , 
2019/1/12, 23, 20, , 
2019/1/13, 18, 19, , 
2019/1/14, 18, 26, , 
2019/1/15, 17, 25, , 
2019/1/16, 37, 21, , 
2019/1/17, 45, 22, , 
2019/1/18, 41, 81, , 
2019/1/19, 41, 171, , 
2019/1/20, 52, 20, , 
2019/1/21, 51, 14, , 
2019/1/22, 38, 17, , 
2019/1/23, 34, 19, , 
2019/1/24, 29, 27, , 
2019/1/25, 40, 23, , 
2019/1/26, 46, 17, , 
2019/1/27, 35, 19, , 
2019/1/28, 38, 20, , 
2019/1/29, 33, 32, , 
2019/1/30, 40, 21, , 
2019/1/31, 40, 31, , 
2019/2/1, 33, 36, , 
2019/2/2, 31, 47, , 
2019/2/3, 53, 35, , 
2019/2/4, 58, 33, , 
2019/2/5, 46, 40, , 
2019/2/6, 58, 79, , 
2019/2/7, 99, 49, , 
2019/2/8, 71, 46, , 
2019/2/9, 51, 44, , 
2019/2/10, 51, 27, , 
2019/2/11, 38, 15, , 
2019/2/12, 27, 41, , 
2019/2/13, 30, 39, , 
2019/2/14, 46, 34, , 
2019/2/15, 51, 43, , 
2019/2/16, 48, 40, , 
2019/2/17, 65, 32, , 
2019/2/18, 64, 33, , 
2019/2/19, 69, 25, , 
2019/2/20, 53, 17, , 
2019/2/21, 37, 17, , 
2019/2/22, 37, 25, , 
2019/2/23, 34, 21, , 
2019/2/24, 35, 22, , 
2019/2/25, 29, 25, , 
2019/2/26, 29, 30, , 
2019/2/27, 41, 35, , 
2019/2/28, 50, 52, , 
2019/3/1, 61, , , 
2019/3/5, 34, 26, , 
2019/3/6, 36, 38, , 
2019/3/7, 48, 23, , 
2019/3/8, 30, 22, , 
2019/3/9, 25, 32, , 
2019/3/10, 43, 32, , 
2019/3/11, 42, 34, , 
2019/3/12, 42, 37, , 
2019/3/13, 49, 33, , 
2019/3/14, 47, 28, , 
2019/3/15, 35, 31, , 
2019/3/16, 37, 15, , 
2019/3/17, 54, 6, , 
2019/3/18, 46, 15, , 
2019/3/19, 40, 31, , 
2019/3/20, 42, 42, , 
2019/3/21, 60, 43, , 
2019/3/22, 63, 30, , 
2019/3/23, 54, 44, , 
2019/3/24, 70, 32, , 
2019/3/25, 59, 31, , 
2019/3/26, 54, 50, , 
2019/3/27, 60, 47, , 
2019/3/28, 64, 36, , 
2019/3/29, 66, 79, , 
2019/3/30, 114, 107, , 
2019/3/31, 162, 77, , 
2019/4/1, 144, 42, , 
2018/10/2, 59, 5, , 
2018/10/4, 57, 34, , 
2018/10/5, 55, 43, , 
2018/10/6, 53, 35, , 
2018/10/7, 56, 27, , 
2018/10/8, 22, 19, , 
2018/10/9, 22, 30, , 
2018/10/10, 63, 20, , 
2018/10/11, 20, 24, , 
2018/10/12, 9, 33, , 
2018/10/13, 23, 44, , 
2018/10/14, 41, 33, , 
2018/10/15, 35, 20, , 
2018/10/16, 8, 23, , 
2018/10/17, 7, 14, , 
2018/10/18, 2, 12, , 
2018/10/19, 1, 21, , 
2018/10/20, 7, 18, , 
2018/10/21, 5, 15, , 
2018/10/22, 12, 22, , 
2018/10/23, 7, 35, , 
2018/10/24, 19, 21, , 
2018/10/25, 8, 26, , 
2018/10/26, 14, 27, , 
2018/10/27, 10, 17, , 
2018/10/28, 10, 20, , 
2018/10/29, 6, 10, , 
2018/10/30, 7, 9, , 
2018/10/31, 6, 16, , 
2018/11/1, 7, 19, , 
2018/11/2, 6, 15, , 
2018/11/3, 8, 15, , 
2018/11/4, 8, 12, , 
2018/11/5, 5, 16, , 
2018/11/6, 6, 22, , 
2018/11/7, 4, 31, , 
2018/11/8, 8, 31, , 
2018/11/9, 12, 25, , 
2018/11/10, 8, 15, , 
2018/11/11, 6, 14, , 
2018/11/12, 7, 18, , 
2018/11/13, 8, 20, , 
2018/11/14, 7, 18, , 
2018/11/15, 8, 14, , 
2018/11/16, 8, 20, , 
2018/11/17, 9, 13, , 
2018/11/18, 3, 11, , 
2018/11/19, 5, 17, , 
2018/11/20, 6, 19, , 
2018/11/21, 7, 15, , 
2018/11/22, 8, 12, , 
2018/11/23, 3, 15, , 
2018/11/24, 4, , , 
2018/11/27, 9, 23, , 
2018/11/28, 6, 30, , 
2018/11/29, 9, 29, , 
2018/11/30, 13, 24, , 
2018/12/1, 7, 41, , 
2018/12/2, 4, 45, , 
2018/12/3, 15, 32, , 
2018/12/4, 10, 28, , 
2018/12/5, 16, 36, , 
2018/12/6, 16, 34, , 
2018/12/7, 16, 39, , 
2018/12/8, 24, 24, , 
2018/12/9, 12, 19, , 
2018/12/10, 8, 25, , 
2018/12/11, 12, 17, , 
2018/12/12, 24, 20, , 
2018/12/13, 19, 18, , 
2018/12/14, 9, 12, , 
2018/12/15, 5, 17, , 
2018/12/16, 6, 19, , 
2018/12/17, 7, 17, , 
2018/12/18, 3, 24, , 
2018/12/19, 13, 29, , 
2018/12/20, 20, 22, , 
2018/12/21, 8, 25, , 
2018/12/22, 3, 27, , 
2018/12/23, 10, 25, , 
2018/12/24, 11, 22, , 
2018/12/25, 19, 17, , 
2018/12/26, 7, 20, , 
2018/12/27, 6, 21, , 
2018/12/28, 7, 24, , 
2018/12/29, 18, 19, , 
2018/12/30, 22, 15, , 
2018/12/31, 14, , , 
2018/7/2, 64, 40, , 
2018/7/3, 64, 48, , 
2018/7/4, 140, 11, , 
2018/7/5, 63, 6, , 
2018/7/6, 52, 10, , 
2018/7/7, 51, 18, , 
2018/7/8, 54, 31, , 
2018/7/9, 60, 65, , 
2018/7/10, 112, 71, , 
2018/7/11, 117, 82, , 
2018/7/12, 88, 96, , 
2018/7/13, 174, 124, , 
2018/7/14, 194, 58, , 
2018/7/15, 99, 65, , 
2018/7/16, 98, 47, , 
2018/7/17, 128, 30, , 
2018/7/18, 68, 57, , 
2018/7/19, 79, 81, , 
2018/7/20, 100, 82, , 
2018/7/21, 113, 85, , 
2018/7/22, 122, 33, , 
2018/7/23, 73, 29, , 
2018/7/24, 69, 81, , 
2018/7/25, 86, 135, , 
2018/7/26, 165, 120, , 
2018/7/27, 155, 78, , 
2018/7/28, 126, 97, , 
2018/7/29, 97, 101, , 
2018/7/30, 177, 68, , 
2018/7/31, 147, 43, , 
2018/8/1, 70, 60, , 
2018/8/2, 76, 64, , 
2018/8/3, 98, 56, , 
2018/8/4, 74, 71, , 
2018/8/5, 150, 51, , 
2018/8/6, 80, 31, , 
2018/8/7, 66, 39, , 
2018/8/8, 74, 66, , 
2018/8/9, 129, 96, , 
2018/8/10, 115, 102, , 
2018/8/11, 119, 85, , 
2018/8/12, 143, 70, , 
2018/8/13, 111, 37, , 
2018/8/14, 91, 31, , 
2018/8/15, 65, 58, , 
2018/8/16, 68, 95, , 
2018/8/17, 162, 78, , 
2018/8/18, 155, 38, , 
2018/8/19, 75, 21, , 
2018/8/20, 58, 40, , 
2018/8/21, 77, 88, , 
2018/8/22, 141, 55, , 
2018/8/23, 96, 19, , 
2018/8/24, 58, 40, , 
2018/8/25, 80, 39, , 
2018/8/26, 102, 23, , 
2018/8/27, 61, 67, , 
2018/8/28, 74, 73, , 
2018/8/29, 115, 48, , 
2018/8/30, 77, 46, , 
2018/8/31, 74, 40, , 
2018/9/1, 68, 63, , 
2018/9/2, 84, 52, , 
2018/9/3, 84, 27, , 
2018/9/4, 72, 29, , 
2018/9/5, 67, 32, , 
2018/9/6, 80, 27, , 
2018/9/7, 61, 25, , 
2018/9/8, 61, 23, , 
2018/9/9, 61, 41, , 
2018/9/10, 68, 67, , 
2018/9/11, 111, 31, , 
2018/9/12, 69, 23, , 
2018/9/13, 64, 29, , 
2018/9/14, 62, 45, , 
2018/9/15, 77, 36, , 
2018/9/16, 72, 32, , 
2018/9/17, 67, 19, , 
2018/9/18, 57, 12, , 
2018/9/19, 55, 17, , 
2018/9/20, 55, 18, , 
2018/9/21, 57, 13, , 
2018/9/22, 55, 14, , 
2018/9/23, 56, 19, , 
2018/9/24, 56, 17, , 
2018/9/25, 58, 61, , 
2018/9/26, 61, 65, , 
2018/9/27, 66, 33, , 
2018/9/28, 64, 15, , 
2018/9/29, 55, 11, , 
2018/9/30, 53, 14, , 
2018/10/1, 55, 16, , 
2018/4/2, 55, 39, , 
2018/4/3, 61, 44, , 
2018/4/4, 61, 52, , 
2018/4/5, 88, 23, , 
2018/4/6, 63, 32, , 
2018/4/7, 56, 43, , 
2018/4/8, 73, 26, , 
2018/4/9, 61, 25, , 
2018/4/10, 58, 11, , 
2018/4/11, 50, 7, , 
2018/4/12, 48, 21, , 
2018/4/13, 55, 36, , 
2018/4/14, 81, 51, , 
2018/4/15, 102, 50, , 
2018/4/16, 132, 26, , 
2018/4/17, 70, 21, , 
2018/4/18, 58, 28, , 
2018/4/19, 66, 38, , 
2018/4/20, 85, 51, , 
2018/4/21, 98, 54, , 
2018/4/22, 128, 41, , 
2018/4/23, 108, 26, , 
2018/4/24, 68, 42, , 
2018/4/25, 73, 74, , 
2018/4/26, 105, 65, , 
2018/4/27, 113, 32, , 
2018/4/28, 63, 45, , 
2018/4/29, 77, 70, , 
2018/4/30, 163, 37, , 
2018/5/1, 109, 38, , 
2018/5/2, 88, 37, , 
