date, pm25, pm10, o3, so2, co
2022/10/8, 36, 24, 19, 1, 3
2022/10/9, 28, 38, 23, 8, 3
2022/10/10, 38, 32, 22, 1, 3
2022/10/11, 46, 33, 22, 2, 3
2022/10/12, 46, 50, 20, 1, 7
2022/10/13, 54, 38, 22, 4, 3
2022/10/14, 38, 41, 23, 10, 4
2022/10/15, 42, 36, 32, 1, 3
2022/10/16, 41, 38, 28, 4, 3
2022/10/17, 43, 22, 12, 9, 3
2022/10/18, 25, 25, 31, 1, 3
2022/10/19, 25, 29, 32, 1, 7
2022/10/20, 29, 33, 42, , 3
2022/10/21, 45, 39, 39, 1, 3
2022/10/22, 38, 35, 44, 1, 3
2022/10/23, 31, 31, 41, 2, 3
2022/10/24, 30, 33, 48, 3, 3
2022/10/25, 29, 27, 27, 1, 7
2022/10/26, 18, 30, 40, 8, 2
2022/10/27, 23, 35, 47, 5, 3
2022/10/28, 39, 33, 37, 8, 3
2022/10/29, 33, 32, 28, 5, 2
2022/10/30, 31, 63, 30, 1, 1
2022/10/31, 23, 47, 35, 10, 2
2022/11/1, 35, 44, 55, 1, 2
2022/11/2, 48, 44, 52, 6, 2
2022/11/3, 50, 44, 45, 1, 7
2022/11/4, 52, 41, 35, 1, 3
2022/11/5, 53, 38, 42, 1, 2
2022/11/6, 49, 34, 49, 1, 2
2022/11/7, 44, 39, 52, 1, 3
2022/11/8, 51, 33, 25, 1, 2
2022/11/9, 46, 17, 25, 1, 2
2022/11/10, 22, 21, 29, 1, 3
2022/11/11, 39, 19, 25, 1, 2
2022/11/12, 26, 17, 20, 1, 2
2022/11/13, 22, 14, 31, 1, 2
2022/11/14, 18, 21, 42, 1, 1
2022/11/15, 22, 27, 41, 1, 1
2022/11/16, 24, 31, 43, 1, 2
2022/11/17, 29, 30, 48, 1, 1
2022/11/18, 35, 31, 46, 1, 1
2022/11/19, 29, 30, 38, 1, 1
2022/11/20, 22, 35, 32, 3, 1
2022/11/21, 26, 33, 40, 1, 5
2022/11/22, 25, 41, 55, 1, 2
2022/11/23, 41, 46, 39, 1, 2
2022/11/24, 39, 34, 34, 2, 2
2022/11/25, 32, 40, 45, 2, 2
2022/11/26, 46, 42, 53, 1, 3
2022/11/27, 59, 36, 31, 1, 3
2022/11/28, 48, 29, 31, 1, 2
2022/11/29, 45, 24, 27, 1, 3
2022/11/30, 33, 28, 33, 1, 6
2022/12/1, 38, 40, 44, 2, 2
2022/12/2, 40, 37, 55, 1, 2
2022/12/3, 40, 37, 57, 10, 3
2022/12/4, 42, 33, 41, 22, 3
2022/12/5, 34, 35, 48, 2, 7
2022/12/6, 36, 42, 46, 1, 3
2022/12/7, 48, 41, 47, 1, 3
2022/12/8, 51, 36, 40, 1, 3
2022/12/9, 59, 26, 35, 1, 2
2022/12/10, 30, 38, 40, 1, 2
2022/12/11, 32, 64, 43, 1, 2
2022/12/12, 44, 42, 42, 1, 4
2022/12/13, 36, 37, 53, 1, 4
2022/12/14, 39, 41, 43, 1, 4
2022/12/15, 42, 40, 49, 1, 4
2022/12/16, 36, 59, 51, 1, 4
2022/12/17, 64, 44, 35, 1, 4
2022/12/18, 62, 38, 41, 1, 4
2022/12/19, 52, 27, 32, 1, 7
2022/12/20, 35, 28, 39, 1, 5
2022/12/21, 33, 30, 44, 1, 5
2022/12/22, 31, 33, 35, 2, 4
2022/12/23, 26, 33, 31, 3, 4
2022/12/24, 38, 36, 49, 2, 4
2022/12/25, 51, 43, 38, 1, 5
2022/12/26, 63, 31, 34, 1, 4
2022/12/27, 47, 38, 42, 1, 7
2022/12/28, 54, 43, 50, 1, 4
2022/12/29, 48, 50, 63, 1, 4
2022/12/30, 54, 44, 40, 1, 5
2022/12/31, 59, 24, 19, 1, 4
2023/1/1, 45, 20, 44, 3, 4
2023/1/2, 41, 23, 40, 2, 4
2022/7/2, 48, 18, 13, 4, 6
2022/7/3, 90, 70, 6, 4, 10
2022/7/4, 136, 49, 13, 4, 5
2022/7/5, 95, 53, 13, 6, 4
2022/7/6, 110, 36, 12, 10, 6
2022/7/7, 87, 41, 10, 13, 13
2022/7/8, 85, 50, 11, 5, 9
2022/7/9, 105, 29, 18, 2, 2
2022/7/10, 68, 21, 14, 4, 3
2022/7/11, 61, 40, 14, 2, 7
2022/7/12, 91, 43, 10, 5, 8
2022/7/13, 89, 51, 14, 2, 7
2022/7/14, 111, 7, 18, 5, 1
2022/7/15, 23, 35, 5, 2, 5
2022/7/16, 89, 33, 16, 2, 5
2022/7/17, 77, 57, 8, 2, 9
2022/7/18, 126, 38, 8, 4, 12
2022/7/19, 89, 30, 6, 2, 10
2022/7/20, 70, 43, 11, 6, 8
2022/7/21, 94, 51, 9, 2, 6
2022/7/22, 108, 53, 9, 6, 7
2022/7/23, 106, 51, 11, 2, 5
2022/7/24, 102, 43, 5, 2, 6
2022/7/25, 100, 48, 9, 6, 5
2022/7/26, 98, 58, 14, 2, 4
2022/7/27, 116, 50, 9, 2, 3
2022/7/28, 90, 45, 13, 3, 5
2022/7/29, 86, 63, 9, 2, 10
2022/7/30, 117, 58, 12, 2, 7
2022/7/31, 118, 71, 18, 2, 4
2022/8/1, 134, 55, 9, 2, 4
2022/8/2, 115, 44, 15, 2, 2
2022/8/3, 88, 58, 15, 2, 17
2022/8/4, 116, 50, 17, 5, 5
2022/8/5, 99, 67, 17, 7, 6
2022/8/6, 116, 40, 16, 3, 6
2022/8/7, 102, 24, 19, 7, 3
2022/8/8, 53, 36, 13, 2, 4
2022/8/9, 76, 49, 12, 3, 8
2022/8/10, 98, 63, 20, 8, 8
2022/8/11, 120, 47, 21, 4, 6
2022/8/12, 98, 45, 20, 5, 4
2022/8/13, 82, 53, 22, 5, 5
2022/8/14, 110, 45, 14, 7, 5
2022/8/15, 106, 17, 18, 3, 2
2022/8/16, 44, 32, 4, 5, 5
2022/8/17, 81, 21, 15, 3, 4
2022/8/18, 48, 33, 17, 5, 8
2022/8/19, 68, 49, 12, 6, 10
2022/8/20, 97, 51, 15, 2, 11
2022/8/21, 98, 48, 21, 6, 10
2022/8/22, 102, 29, 7, 12, 4
2022/8/23, 76, 44, 14, 8, 3
2022/8/24, 101, 56, 8, 12, 6
2022/8/25, 114, 50, 11, 2, 7
2022/8/26, 106, 48, 8, 2, 7
2022/8/27, 104, 46, 17, 3, 4
2022/8/28, 96, 62, 16, 6, 7
2022/8/29, 108, 47, 20, 8, 5
2022/8/30, 83, 41, 12, 3, 3
2022/8/31, 90, 40, 12, 1, 2
2022/9/1, 78, 45, 18, 1, 2
2022/9/2, 86, 60, 15, , 4
2022/9/3, 112, 49, 24, , 5
2022/9/4, 89, 49, 27, 1, 5
2022/9/5, 86, 51, 25, 1, 5
2022/9/6, 74, 48, 22, 1, 5
2022/9/7, 80, 19, 19, 1, 4
2022/9/8, 42, 14, 20, 1, 4
2022/9/9, 33, 33, 19, 5, 5
2022/9/10, 74, 35, 22, 1, 9
2022/9/11, 74, 31, 18, 1, 8
2022/9/12, 68, 29, 23, 5, 6
2022/9/13, 62, 39, 24, 1, 3
2022/9/14, 80, 46, 22, 6, 4
2022/9/15, 79, 48, 26, 4, 4
2022/9/16, 79, 32, 10, 1, 5
2022/9/17, 76, 33, 17, 1, 5
2022/9/18, 74, 15, 17, 6, 2
2022/9/19, 36, 28, 16, 4, 2
2022/9/20, 67, 26, 19, 1, 3
2022/9/21, 54, 28, 22, 7, 2
2022/9/22, 52, 36, 22, 10, 2
2022/9/23, 58, 43, 15, 1, 4
2022/9/24, 77, 32, 11, 5, 3
2022/9/25, 63, 26, 21, 4, 1
2022/9/26, 44, 28, 20, 4, 2
2022/9/27, 46, 38, 23, 2, 2
2022/9/28, 60, 39, 25, 4, 1
2022/9/29, 54, 31, 10, 6, 2
2022/9/30, 58, 42, 27, 2, 3
2022/10/1, 70, 45, 28, 1, 3
2022/4/2, 61, 47, 42, 1, 
2022/4/3, 60, 44, 21, 1, 
2022/4/4, 21, 43, 22, 2, 1
2022/4/5, 33, 52, 32, 1, 1
2022/4/6, 50, 56, 33, 2, 1
2022/4/7, 45, 53, 33, 3, 
2022/4/8, 45, 48, 34, 1, 
2022/4/9, 41, 34, 17, 1, 1
2022/4/10, 42, 42, 19, 1, 
2022/4/11, 34, 39, 19, 1, 
2022/4/12, 28, 57, 19, 1, 
2022/4/13, 45, 61, 23, 1, 1
2022/4/14, 56, 54, 30, 1, 1
2022/4/15, 49, 34, 18, 1, 3
2022/4/16, 37, 46, 33, 1, 1
2022/4/17, 66, 51, 34, 1, 1
2022/4/18, 69, 48, 27, 1, 1
2022/4/19, 67, 54, 30, 1, 1
2022/4/20, 73, 47, 17, 1, 
2022/4/21, 51, 58, 10, 2, 1
2022/4/22, 77, 28, 14, 1, 2
2022/4/23, 56, 48, 5, 1, 3
2022/4/24, 93, 39, 12, 1, 4
2022/4/25, 74, 10, 11, 1, 1
2022/4/26, 19, 18, 14, 1, 1
2022/4/27, 23, 60, 4, 1, 4
2022/4/28, 137, 26, 50, 2, 6
2022/4/29, 45, 38, 7, 1, 7
2022/4/30, 75, 38, 14, 1, 6
2022/5/1, 72, 36, 14, 1, 5
2022/5/2, 72, 43, 9, 1, 5
2022/5/3, 82, 46, 12, 1, 7
2022/5/4, 82, 53, 17, 2, 4
2022/5/5, 87, 43, 11, 1, 4
2022/5/6, 94, 49, 11, 1, 5
2022/5/7, 97, 49, 21, 1, 6
2022/5/8, 103, 39, 11, 1, 3
2022/5/9, 81, 46, 15, 6, 4
2022/5/10, 86, 53, 7, 2, 5
2022/5/11, 103, 68, 9, 1, 7
2022/5/12, 122, 77, 2, , 7
2022/5/13, 145, 51, 5, , 7
2022/5/14, 100, 53, 3, 1, 12
2022/5/15, 103, 57, 15, 1, 9
2022/5/16, 98, 57, 10, 1, 6
2022/5/17, 110, 58, 9, 1, 11
2022/5/18, 123, 59, 4, 2, 11
2022/5/19, 131, 77, 15, 1, 9
2022/5/20, 139, 61, 5, 2, 6
2022/5/21, 123, 30, 8, 2, 3
2022/5/22, 66, 53, 2, 3, 8
2022/5/23, 115, 49, 3, 3, 5
2022/5/24, 99, 50, 4, 1, 6
2022/5/25, 102, 24, 5, 4, 4
2022/5/26, 51, 31, 1, 1, 2
2022/5/27, 71, 45, 1, 1, 6
2022/5/28, 93, 35, 1, 1, 8
2022/5/29, 87, 34, 6, 1, 5
2022/5/30, 81, 59, 8, 5, 11
2022/5/31, 127, 68, 12, 1, 7
2022/6/1, 134, 76, 14, 1, 6
2022/6/2, 147, 59, 10, 1, 4
2022/6/3, 127, 33, 8, 4, 4
2022/6/4, 68, 29, 10, 5, 3
2022/6/5, 86, 32, 10, 2, 2
2022/6/6, 70, 44, 10, 2, 5
2022/6/7, 76, 45, 6, 2, 6
2022/6/8, 95, 51, 8, 1, 5
2022/6/9, 107, 40, 10, 2, 4
2022/6/10, 84, 63, 7, 3, 13
2022/6/11, 126, 58, 13, 2, 10
2022/6/12, 122, 49, 7, 4, 7
2022/6/13, 124, 55, 3, 5, 9
2022/6/14, 137, 65, 11, 2, 5
2022/6/15, 141, 65, 13, 1, 4
2022/6/16, 120, 49, 6, 1, 4
2022/6/17, 105, 45, 9, 1, 7
2022/6/18, 97, 53, 6, 3, 12
2022/6/19, 117, 74, 5, 2, 18
2022/6/20, 160, 92, 5, 1, 12
2022/6/21, 179, 77, 10, 1, 7
2022/6/22, 158, 71, 9, 1, 8
2022/6/23, 144, 34, 15, 2, 4
2022/6/24, 73, 57, 5, 2, 7
2022/6/25, 120, 57, 8, 2, 10
2022/6/26, 116, 56, 12, 2, 4
2022/6/27, 118, 35, 14, 2, 2
2022/6/28, 83, 46, 8, 2, 6
2022/6/29, 102, 56, 3, 3, 10
2022/6/30, 120, 45, 7, 2, 8
2022/7/1, 98, 17, 13, 2, 1
2022/1/4, 14, 29, 22, 1, 
2022/1/5, 16, 40, 33, 1, 1
2022/1/6, 28, 40, 29, 1, 1
2022/1/7, 33, 42, 40, 1, 1
2022/1/8, 34, 29, 23, 1, 1
2022/1/9, 29, 22, 24, 1, 
2022/1/10, 21, 36, 27, 1, 
2022/1/11, 25, 35, 31, 1, 
2022/1/12, 24, 38, 26, 1, 
2022/1/13, 23, 34, 24, 1, 
2022/1/14, 25, 43, 36, 1, 
2022/1/15, 23, 37, 21, 1, 
2022/1/16, 29, 31, 15, 1, 
2022/1/17, 24, 35, 20, 1, 1
2022/1/18, 18, 45, 28, 1, 6
2022/1/19, 27, 45, 27, 1, 
2022/1/20, 30, 43, 32, 1, 
2022/1/21, 34, 43, 33, 1, 
2022/1/22, 30, 27, 24, 1, 
2022/1/23, 17, 46, 29, 1, 
2022/1/24, 29, 47, 30, 1, 
2022/1/25, 23, 38, 24, 1, 4
2022/1/26, 23, 41, 26, 1, 
2022/1/27, 55, 39, 22, 1, 
2022/1/28, 47, 35, 24, 1, 
2022/1/29, 32, 32, 23, 1, 
2022/1/30, 33, 40, 31, 1, 
2022/1/31, 39, 40, 32, 1, 
2022/2/1, 41, 46, 24, 1, 
2022/2/2, 30, 40, 25, 1, 
2022/2/3, 26, 36, 20, 1, 
2022/2/4, 24, 30, 28, 1, 5
2022/2/5, 22, 38, 33, 2, 
2022/2/6, 29, 45, 34, 1, 
2022/2/7, 39, 41, 27, 1, 
2022/2/8, 39, 43, 36, 1, 1
2022/2/9, 32, 48, 32, 1, 1
2022/2/10, 46, 40, 21, 1, 
2022/2/11, 49, 49, 44, 1, 1
2022/2/12, 59, 57, 50, 1, 1
2022/2/13, 69, 48, 34, 1, 1
2022/2/14, 57, 57, 19, 1, 
2022/2/15, 45, 41, 24, 1, 1
2022/2/16, 47, 43, 33, 1, 1
2022/2/17, 31, 56, 46, 1, 1
2022/2/18, 58, 61, 43, 1, 1
2022/2/19, 56, 46, 43, 1, 1
2022/2/20, 46, 36, 22, 1, 
2022/2/21, 21, 33, 20, 1, 10
2022/2/22, 12, 41, 19, 1, 
2022/2/23, 23, 38, 12, 1, 
2022/2/24, 23, 35, 22, 3, 
2022/2/25, 21, 26, 31, 1, 
2022/2/26, 35, 2, 29, 1, 
2022/2/27, 24, 4, 21, 1, 1
2022/2/28, 15, 25, 25, 1, 
2022/3/1, 15, 62, 35, 1, 
2022/3/2, 5, 48, 34, 1, 
2022/3/3, 6, 40, 29, 1, 1
2022/3/4, 19, 40, 32, 1, 1
2022/3/5, 35, 42, 33, 1, 
2022/3/6, 33, 41, 24, 1, 1
2022/3/7, 34, 43, 29, 1, 1
2022/3/8, 27, 42, 24, 1, 1
2022/3/9, 30, 51, 25, 1, 
2022/3/10, 30, 53, 30, 1, 
2022/3/11, 41, 47, 33, 1, 2
2022/3/12, 42, 44, 29, 1, 
2022/3/13, 51, 50, 40, 1, 
2022/3/14, 56, 52, 41, 2, 1
2022/3/15, 67, 90, 29, 1, 
2022/3/16, 55, 37, 22, 1, 
2022/3/17, 55, 42, 21, 1, 
2022/3/18, 46, 50, 32, 2, 
2022/3/19, 46, 48, 40, 1, 
2022/3/20, 51, 54, 33, 1, 
2022/3/21, 54, 38, 23, 1, 1
2022/3/22, 25, 51, 30, 1, 
2022/3/23, 33, 47, 19, 1, 1
2022/3/24, 31, 39, 21, 1, 
2022/3/25, 28, 50, 38, 1, 2
2022/3/26, 49, 51, 28, 1, 
2022/3/27, 56, 45, 27, 1, 
2022/3/28, 44, 48, 36, 1, 
2022/3/29, 54, 84, 21, 1, 1
2022/3/30, 36, 47, 18, 1, 
2022/3/31, 32, 53, 27, 1, 2
2022/4/1, 54, 56, 39, 1, 1
2021/10/2, 22, 30, 18, 1, 1
2021/10/3, 16, 38, 17, 1, 1
2021/10/4, 37, 36, 28, , 
2021/10/5, 40, 43, 24, , 
2021/10/6, 45, 44, 36, , 
2021/10/7, 42, 43, 30, , 
2021/10/8, 44, 31, 23, , 
2021/10/9, 37, 34, 30, , 
2021/10/10, 44, 33, 30, , 
2021/10/11, 35, 35, 35, , 
2021/10/12, 45, 32, 28, , 
2021/10/13, 40, 26, 28, , 
2021/10/14, 25, 15, 23, , 
2021/10/15, 17, 20, 24, , 
2021/10/16, 33, 26, 27, , 
2021/10/17, 33, 35, 26, , 
2021/10/18, 33, 29, 32, , 
2021/10/19, 29, 34, 42, , 
2021/10/20, 33, 34, 20, , 
2021/10/21, 46, 41, 30, , 
2021/10/22, 57, 38, 26, , 
2021/10/23, 44, 36, 28, , 
2021/10/24, 28, 42, 29, , 
2021/10/25, 30, 42, 31, , 
2021/10/26, 27, 42, 32, , 
2021/10/27, 33, 42, 34, , 
2021/10/28, 33, 48, 39, , 
2021/10/29, 46, 48, 43, , 
2021/10/30, 43, 44, 39, 1, 2
2021/10/31, 42, 43, 23, 1, 2
2021/11/1, 44, 35, 23, 1, 2
2021/11/2, 37, 36, 36, 1, 2
2021/11/3, 33, 35, 22, 1, 1
2021/11/4, 28, 51, 22, 1, 
2021/11/5, 23, 49, 34, 1, 1
2021/11/6, 42, 33, 30, 1, 2
2021/11/7, 34, 40, 30, 1, 1
2021/11/8, 39, 42, 32, 1, 3
2021/11/9, 34, 45, 24, 1, 1
2021/11/10, 35, 32, 24, 1, 1
2021/11/11, 27, 48, 29, 1, 1
2021/11/12, 40, 39, 26, 1, 1
2021/11/13, 29, 25, 25, 1, 1
2021/11/14, 14, 44, 29, 1, 1
2021/11/15, 20, 40, 25, 1, 
2021/11/16, 22, 38, 35, 1, 1
2021/11/17, 26, 49, 40, 1, 1
2021/11/18, 43, 41, 28, 1, 1
2021/11/19, 26, 36, 30, 1, 5
2021/11/20, 28, 37, 35, 1, 2
2021/11/21, 35, 40, 38, 1, 2
2021/11/22, 28, 46, 33, 1, 2
2021/11/23, 34, 45, 20, 1, 1
2021/11/24, 35, 27, 22, 1, 2
2021/11/25, 21, 40, 38, 1, 2
2021/11/26, 28, 47, 29, 1, 2
2021/11/27, 32, 29, 22, 1, 1
2021/11/28, 17, 47, 29, 1, 
2021/11/29, 24, 43, 32, 1, 1
2021/11/30, 26, 33, 22, 1, 4
2021/12/1, 20, 35, 28, 1, 1
2021/12/2, 22, 48, 31, 1, 1
2021/12/3, 37, 48, 32, 1, 1
2021/12/4, 43, 43, 43, 1, 1
2021/12/5, 35, 44, 42, 1, 1
2021/12/6, 41, 37, 21, 1, 1
2021/12/7, 37, 36, 24, 1, 
2021/12/8, 21, 39, 35, 1, 1
2021/12/9, 31, 45, 30, 1, 1
2021/12/10, 38, 33, 23, 1, 1
2021/12/11, 30, 19, 17, 1, 
2021/12/12, 14, 24, 23, 1, 
2021/12/13, 16, 33, 28, 1, 
2021/12/14, 23, 36, 31, 1, 
2021/12/15, 22, 44, 34, 1, 
2021/12/16, 31, 42, 28, 1, 
2021/12/17, 21, 36, 36, 1, 
2021/12/18, 25, 41, 44, 1, 1
2021/12/19, 30, 47, 43, 1, 1
2021/12/20, 39, 47, 44, 1, 5
2021/12/21, 38, 46, 42, 1, 2
2021/12/22, 36, 51, 32, 1, 2
2021/12/23, 53, 40, 28, 2, 2
2021/12/24, 43, 41, 37, 1, 2
2021/12/25, 33, 43, 37, 1, 7
2021/12/26, 53, 47, 36, 1, 5
2021/12/27, 60, 45, 34, 1, 2
2021/12/28, 62, 41, 26, 1, 19
2021/12/29, 43, 29, 14, 1, 1
2021/12/30, 31, 34, 33, 1, 1
2021/12/31, 30, 44, 36, 1, 1
2022/1/1, 34, 29, 25, 1, 1
2022/1/2, 16, 26, 21, 1, 
2022/1/3, 11, 28, 18, 1, 
2021/7/2, 178, 73, 7, 1, 11
2021/7/3, 106, 78, 7, 1, 22
2021/7/4, 121, 81, 15, 1, 19
2021/7/5, 166, 73, 15, 1, 12
2021/7/6, 156, 71, 12, 1, 9
2021/7/7, 137, 68, 10, 1, 12
2021/7/8, 140, 72, 15, 1, 12
2021/7/9, 130, 68, 5, 1, 9
2021/7/10, 126, 70, 9, 1, 8
2021/7/11, 120, 76, 4, 1, 21
2021/7/12, 121, 89, 10, 1, 15
2021/7/13, 140, 78, 10, 1, 11
2021/7/14, 133, 58, 8, , 9
2021/7/15, 91, 57, 6, , 14
2021/7/16, 83, 64, 11, 1, 6
2021/7/17, 95, 63, 10, 1, 7
2021/7/18, 86, 82, 8, , 18
2021/7/19, 116, 80, 9, 1, 15
2021/7/20, 112, 86, 12, 1, 12
2021/7/21, 113, 83, 12, 1, 10
2021/7/22, 122, 82, 7, 1, 12
2021/7/23, 110, 64, 7, 1, 13
2021/7/24, 93, 72, 6, 1, 7
2021/7/25, 97, 56, 10, 1, 7
2021/7/26, 72, 36, 9, 1, 6
2021/7/27, 43, 39, 6, 1, 5
2021/7/28, 51, 64, 7, 1, 17
2021/7/29, 85, 77, 18, 1, 12
2021/7/30, 99, 73, 9, 1, 13
2021/7/31, 93, 70, 6, 1, 13
2021/8/1, 91, 74, 6, , 14
2021/8/2, 99, 69, 7, 1, 13
2021/8/3, 87, 74, 8, , 10
2021/8/4, 92, 73, 3, , 8
2021/8/5, 91, 79, 4, 2, 8
2021/8/6, 100, 86, 6, 1, 11
2021/8/7, 115, 64, 8, 1, 6
2021/8/8, 76, 66, 6, 1, 7
2021/8/9, 76, 61, 7, 1, 5
2021/8/10, 69, 60, 9, 1, 6
2021/8/11, 78, 74, 9, 1, 10
2021/8/12, 145, 64, 6, 3, 12
2021/8/13, 135, 98, 7, 1, 12
2021/8/14, 176, 101, 13, , 17
2021/8/15, 177, 93, 8, 1, 13
2021/8/16, 175, 92, 16, 1, 8
2021/8/17, 174, 48, 3, 3, 8
2021/8/18, 110, 38, 5, 7, 5
2021/8/19, 86, 23, 21, 1, 5
2021/8/20, 95, 38, 5, 2, 10
2021/8/21, 91, 42, 9, 2, 5
2021/8/22, 81, 29, 13, 3, 6
2021/8/23, 50, 39, 7, , 5
2021/8/24, 73, 32, 11, 3, 12
2021/8/25, 61, 36, 14, 1, 6
2021/8/26, 70, 37, 15, 1, 6
2021/8/27, 67, 62, 6, , 8
2021/8/28, 105, 65, 10, 1, 10
2021/8/29, 113, 40, 17, 1, 7
2021/8/30, 69, 24, 7, 1, 4
2021/8/31, 48, 37, 15, 1, 4
2021/9/1, 62, 39, 17, 1, 5
2021/9/2, 64, 47, 17, 1, 6
2021/9/3, 79, 30, 10, 1, 5
2021/9/4, 53, 34, 19, 3, 4
2021/9/5, 54, 31, 17, 1, 4
2021/9/6, 47, 23, 13, 1, 3
2021/9/7, 25, 30, 13, 1, 4
2021/9/8, 49, 39, 15, 1, 4
2021/9/9, 63, 51, 18, 1, 5
2021/9/10, 80, 50, 20, 1, 9
2021/9/11, 76, 36, 13, 1, 4
2021/9/12, 57, 17, 13, 1, 3
2021/9/13, 22, 27, 15, 1, 4
2021/9/14, 54, 29, 14, 2, 4
2021/9/15, 48, 39, 16, 1, 5
2021/9/16, 61, 38, 19, 1, 6
2021/9/17, 52, 34, 19, 1, 5
2021/9/18, 52, 33, 17, 1, 6
2021/9/19, 65, 28, 17, 1, 4
2021/9/20, 46, 31, 17, 1, 4
2021/9/21, 43, 39, 17, 1, 5
2021/9/22, 49, 38, 20, 1, 4
2021/9/23, 43, 46, 22, 1, 4
2021/9/24, 56, 46, 27, 1, 8
2021/9/25, 54, 30, 20, 1, 3
2021/9/26, 44, 31, 15, 2, 3
2021/9/27, 36, 35, 19, 1, 3
2021/9/28, 41, 45, 26, 1, 5
2021/9/29, 49, 43, 18, 4, 4
2021/9/30, 42, 29, 17, 1, 5
2021/10/1, 29, 28, 21, 1, 2
2021/4/2, 94, 57, 20, , 5
2021/4/3, 74, 46, 21, , 5
2021/4/4, 52, 41, 9, , 5
2021/4/5, 40, 45, 12, 10, 6
2021/4/6, 49, 52, 12, 1, 5
2021/4/7, 55, 60, 18, 1, 5
2021/4/8, 66, 63, 24, , 5
2021/4/9, 75, 94, 15, 1, 4
2021/4/10, 64, 66, 17, 1, 4
2021/4/11, 53, 47, 17, 1, 4
2021/4/12, 43, 52, 23, 1, 5
2021/4/13, 49, 56, 30, 3, 8
2021/4/14, 56, 60, 24, 1, 5
2021/4/15, 69, 60, 22, 1, 6
2021/4/16, 67, 63, 21, 1, 5
2021/4/17, 79, 51, 10, 1, 5
2021/4/18, 61, 52, 19, 2, 6
2021/4/19, 69, 57, 13, 1, 14
2021/4/20, 72, 50, 21, 1, 1
2021/4/21, 60, 37, 10, 3, 
2021/4/22, 34, 31, 8, 1, 
2021/4/23, 31, 36, 9, 1, 1
2021/4/24, 38, 49, 16, 1, 2
2021/4/25, 61, 51, 20, 6, 3
2021/4/26, 59, 54, 40, 1, 3
2021/4/27, 68, 64, 22, 4, 4
2021/4/28, 79, 65, 27, 6, 5
2021/4/29, 80, 64, 20, 9, 7
2021/4/30, 82, 74, 14, 4, 8
2021/5/1, 102, 68, 7, 5, 10
2021/5/2, 97, 64, 11, 8, 9
2021/5/3, 96, 68, 9, 3, 21
2021/5/4, 102, 72, 8, 2, 5
2021/5/5, 100, 71, 10, 2, 1
2021/5/6, 90, 78, 14, 18, 4
2021/5/7, 93, 73, 18, 1, 3
2021/5/8, 97, 60, 12, 1, 
2021/5/9, 77, 55, 11, 1, 3
2021/5/10, 68, 68, 10, 1, 2
2021/5/11, 87, 71, 15, 3, 16
2021/5/12, 93, 79, 20, 5, 7
2021/5/13, 100, 106, 9, 14, 11
2021/5/14, 132, 107, 18, 15, 14
2021/5/15, 161, 87, 11, 1, 15
2021/5/16, 145, 97, 19, 4, 14
2021/5/17, 158, 79, 19, 1, 11
2021/5/18, 132, 73, 11, 1, 11
2021/5/19, 116, 70, 6, 4, 8
2021/5/20, 115, 54, 3, 6, 7
2021/5/21, 84, 45, 12, 8, 3
2021/5/22, 76, 41, 11, 4, 3
2021/5/23, 65, 39, 9, 26, 6
2021/5/24, 57, 56, 10, 2, 6
2021/5/25, 78, 59, 6, 13, 7
2021/5/26, 85, 64, 8, 16, 9
2021/5/27, 94, 65, 10, 14, 8
2021/5/28, 95, 62, 6, 5, 6
2021/5/29, 100, 50, 4, 12, 4
2021/5/30, 73, 51, 10, 3, 4
2021/5/31, 72, 60, 7, 2, 7
2021/6/1, 86, 58, , 1, 8
2021/6/2, 90, 58, 3, 1, 14
2021/6/3, 96, 60, 4, 1, 8
2021/6/4, 94, 44, 7, 1, 5
2021/6/5, 66, 36, 4, 1, 5
2021/6/6, 52, 51, 4, 1, 8
2021/6/7, 76, 57, 12, 1, 4
2021/6/8, 80, 66, 14, 4, 6
2021/6/9, 90, 68, 1, 3, 6
2021/6/10, 102, 54, 6, 3, 4
2021/6/11, 78, 54, 12, 10, 10
2021/6/12, 87, 70, 6, 1, 11
2021/6/13, 142, 61, 5, 16, 7
2021/6/14, 145, 48, 2, 1, 7
2021/6/15, 106, 57, 2, 1, 9
2021/6/16, 122, 62, 7, 1, 9
2021/6/17, 144, 66, 9, 1, 5
2021/6/18, 136, 74, 3, 1, 4
2021/6/19, 158, 69, 11, 12, 5
2021/6/20, 152, 94, 8, 1, 14
2021/6/21, 179, 88, 12, 2, 8
2021/6/22, 168, 72, 9, 1, 11
2021/6/23, 142, 63, 5, 1, 6
2021/6/24, 122, 62, 2, 1, 11
2021/6/25, 126, 69, 8, 1, 9
2021/6/26, 151, 59, 5, 1, 5
2021/6/27, 134, 59, 8, 1, 15
2021/6/28, 126, 79, 11, 1, 21
2021/6/29, 167, 102, 10, 1, 25
2021/6/30, 181, 108, 2, 1, 22
2021/7/1, 183, 97, 4, 1, 25
2021/1/5, 35, 47, 23, , 2
2021/1/6, 49, 50, 23, , 2
2021/1/7, 56, 47, 30, , 3
2021/1/8, 51, 48, 21, , 2
2021/1/9, 47, 49, 19, , 2
2021/1/10, 48, 34, 16, , 1
2021/1/11, 27, 35, 21, , 1
2021/1/12, 25, 42, 28, , 1
2021/1/13, 34, 47, 37, , 4
2021/1/14, 43, 53, 28, , 2
