date, pm25, pm10, o3, no2, so2, co
2023/8/1, 52, 62, 19, 5, 4, 10
2023/8/2, 45, 27, 17, 5, 1, 6
2023/8/3, 38, 30, 16, 7, , 6
2023/8/4, 33, 68, 14, 8, , 6
2023/8/5, 30, 30, 14, 8, 1, 6
2023/8/6, 42, 31, 16, 6, , 6
2023/8/7, 42, 31, 16, 8, , 7
2023/8/8, 39, 26, 18, 7, , 6
2023/8/9, 33, 60, 26, 15, 3, 10
2023/8/10, 73, 24, 20, 8, 2, 6
2023/8/11, 85, 24, 20, 10, 2, 6
2023/8/12, 55, 25, 23, 7, 2, 6
2023/8/13, 27, 24, 19, 9, 2, 6
2023/8/14, 35, 21, 19, 7, 1, 5
2023/8/15, 31, 21, 14, 8, 2, 6
2023/8/16, 32, 27, 20, 10, 5, 7
2023/8/17, 40, 25, 19, 5, 4, 4
2023/8/18, 39, 23, 19, 8, 7, 5
2023/8/19, 66, 28, 19, 6, 7, 5
2023/8/20, 18, 22, 19, 5, 7, 5
2023/8/21, 16, 21, 19, 5, 7, 5
2023/8/22, 16, 42, , 6, 7, 5
2023/8/23, 22, 34, , 7, 8, 5
2023/8/24, 57, 27, , 5, 7, 5
2023/8/25, 45, 22, 21, 10, 11, 9
2023/8/26, 81, 28, 21, 6, 7, 5
2023/8/27, 51, 26, 21, 7, 7, 5
2023/8/28, 53, 24, 21, 6, 5, 3
2023/8/29, 49, 37, 18, 10, 6, 4
2023/8/30, 94, 47, 20, 5, 2, 3
2023/8/31, 63, 36, 20, 7, 2, 5
2023/9/1, 51, 31, 20, 7, 2, 3
2023/9/2, 45, 22, 20, 5, 3, 3
2023/9/3, 40, 21, 20, 7, 3, 3
2023/9/4, 34, 28, 26, 13, 9, 4
2023/9/5, 41, 39, 23, 9, 8, 5
2023/9/6, 53, 33, 23, 9, 10, 7
2023/9/7, 57, 29, 22, 9, 7, 4
2023/9/8, 54, 25, 22, 5, 6, 4
2023/9/9, 44, 32, 24, 7, 6, 4
2023/9/10, 51, 27, 22, 3, 6, 4
2023/9/11, 50, 55, 22, 4, 6, 4
2023/9/12, 45, 50, 22, 6, 6, 6
2023/9/13, 55, 46, 22, 7, 1, 4
2023/9/14, 58, 45, 20, 4, 1, 4
2023/9/15, 62, 35, 20, 4, 1, 4
2023/9/16, 56, 26, 20, 5, 1, 4
2023/9/17, 38, 29, , 14, 4, 4
2023/9/18, 52, 24, , 6, 1, 5
2023/9/19, 46, 27, , 7, 2, 4
2023/9/20, 58, 22, , 9, 2, 5
2023/9/21, 46, , , , , 
2023/4/2, 51, 34, 6, 21, 11, 6
2023/4/3, 33, 34, 5, 23, 11, 6
2023/4/4, 30, 30, 7, 19, 11, 6
2023/4/5, 33, 34, 8, 19, 10, 6
2023/4/6, 44, 38, 24, 20, 13, 9
2023/4/7, 43, 37, 9, 14, 10, 4
2023/4/8, 40, 39, 10, 17, 10, 4
2023/4/9, 38, 34, 12, 20, 11, 4
2023/4/10, 35, 34, 12, 18, 10, 4
2023/4/11, 44, 32, 12, 16, 10, 4
2023/4/12, 34, 26, 19, 14, 12, 7
2023/4/13, 29, 26, 13, 20, 10, 4
2023/4/14, 25, 28, 15, 19, 10, 4
2023/4/15, 30, 32, 14, 16, 9, 4
2023/4/16, 30, 37, 15, 16, 10, 4
2023/4/17, 27, 53, 16, 24, 12, 5
2023/4/18, 50, 50, 33, 24, 11, 5
2023/4/19, 49, 55, 15, 25, 10, 5
2023/4/20, 58, 34, 13, 16, 9, 5
2023/4/21, 37, 41, 13, 19, 9, 5
2023/4/22, 53, 38, 15, 18, 10, 5
2023/4/23, 42, 44, 11, 24, 11, 5
2023/4/24, 49, 143, 14, 22, 10, 5
2023/4/25, 53, 42, 14, 26, 11, 5
2023/4/26, 40, 28, 170, 31, 12, 5
2023/4/27, 25, 27, 15, 34, 9, 5
2023/4/28, 22, 25, 15, 14, 9, 5
2023/4/29, 26, 27, 19, 11, 9, 5
2023/4/30, 31, 29, 16, 9, 9, 5
2023/5/1, 33, 44, 14, 10, 9, 5
2023/5/2, 44, 61, 16, 12, 9, 5
2023/5/3, 66, 43, 18, 15, 12, 7
2023/5/4, 47, 43, 17, 14, 12, 5
2023/5/5, 36, 37, 17, 19, 14, 5
2023/5/6, 34, 37, 17, 19, 14, 5
2023/5/7, 34, , 17, , , 
2023/5/13, 19, 25, 14, 8, 10, 5
2023/5/14, 25, 48, 13, 7, 9, 5
2023/5/15, 60, 61, 13, 9, 10, 5
2023/5/16, 69, 37, 14, 8, 10, 6
2023/5/17, 44, 88, 16, 9, 8, 5
2023/5/18, 41, 41, 17, 8, , 1
2023/5/19, 45, 33, 14, 6, , 1
2023/5/20, 38, 33, 20, 7, , 1
2023/5/21, 44, 30, 20, 7, , 
2023/5/22, 42, 33, 19, 6, , 
2023/5/23, 46, 32, 18, 8, , 
2023/5/24, 42, 32, 19, 5, , 
2023/5/25, 37, 36, 17, 6, , 
2023/5/26, 42, 63, 18, 10, 5, 5
2023/5/27, 66, 42, 18, 5, 1, 1
2023/5/28, 47, 33, 18, 6, 1, 1
2023/5/29, 44, 74, 15, 5, 1, 1
2023/5/30, 45, 34, 16, 7, 1, 2
2023/5/31, 44, 35, 17, 11, 1, 1
2023/6/1, 50, 31, 17, 7, , 2
2023/6/2, 37, 32, 16, 7, , 2
2023/6/3, 34, 40, 15, 8, , 2
2023/6/4, 56, 40, 15, 5, , 2
2023/6/5, 57, 39, 14, 7, , 2
2023/6/6, 49, 31, 14, 7, , 2
2023/6/7, 39, 34, 15, 6, 2, 5
2023/6/8, 40, 46, 13, 6, , 2
2023/6/9, 61, 38, 17, 6, , 3
2023/6/10, 55, 33, 16, 5, , 2
2023/6/11, 42, 76, 20, 5, 2, 3
2023/6/12, 69, 28, 20, 5, 3, 7
2023/6/13, 23, 38, 22, 8, , 3
2023/6/14, 38, 31, 20, 8, , 2
2023/6/15, 27, 35, 20, 11, 1, 4
2023/6/16, 34, 35, 20, 17, 1, 3
2023/6/17, 41, 28, 15, 4, , 5
2023/6/18, 30, 28, 14, 5, , 5
2023/6/19, 24, 30, 17, 6, , 4
2023/6/20, 32, 29, 16, 7, , 3
2023/6/21, 29, 30, 16, 3, , 3
2023/6/22, 33, 25, 17, 7, , 3
2023/6/23, 27, 23, 20, 6, 3, 5
2023/6/24, 29, 24, 18, 4, , 3
2023/6/25, 20, 21, 17, 4, , 3
2023/6/26, 16, 23, 17, 4, , 2
2023/6/27, 16, 30, 31, 17, 3, 7
2023/6/28, 29, 25, 16, 1, , 3
2023/6/29, 21, 27, 17, 3, , 3
2023/6/30, 20, 29, 16, 2, , 3
2023/7/1, 23, 28, 15, 1, , 3
2023/2/16, 61, 67, 4, 23, 3, 6
2023/2/17, 87, , , , , 
2023/2/21, 32, 42, 8, 13, 2, 3
2023/2/22, 47, 42, 8, 7, 1, 3
2023/2/23, 55, 120, 9, 13, 4, 3
2023/2/24, 145, 43, 10, 13, 2, 3
2023/2/25, 50, 43, 12, 14, 8, 5
2023/2/26, 47, 45, 13, 14, 9, 6
2023/2/27, 54, 43, 11, 13, 8, 6
2023/2/28, 87, 63, 10, 16, 8, 6
2023/3/1, 77, 45, 11, 12, 8, 6
2023/3/2, 48, 43, 12, 13, 9, 6
2023/3/3, 49, 44, 20, 20, 14, 11
2023/3/4, 87, 45, 10, 20, 10, 9
2023/3/5, 199, 41, 9, 13, 10, 6
2023/3/6, 148, 59, 2, 20, 11, 6
2023/3/7, 50, 55, 32, 19, 11, 6
2023/3/8, 44, 44, 4, 19, 11, 6
2023/3/9, 32, 56, 7, 18, 11, 6
2023/3/10, 43, 53, 42, 19, 15, 6
2023/3/11, 45, 41, 6, 13, 12, 6
2023/3/12, 42, 40, 7, 14, 11, 6
2023/3/13, 40, 46, 6, 11, 11, 6
2023/3/14, 48, 51, 7, 13, 11, 6
2023/3/15, 57, 41, 6, 22, 11, 6
2023/3/16, 34, 37, 6, 13, 11, 6
2023/3/17, 31, 39, 4, 14, 11, 7
2023/3/18, 35, 38, 4, 6, 10, 6
2023/3/19, 35, 24, 5, 4, 9, 5
2023/3/20, 23, 37, 3, 12, 12, 6
2023/3/21, 30, 42, 4, 15, 11, 6
2023/3/22, 34, 42, 3, 14, 10, 7
2023/3/23, 32, , , , , 
2023/3/28, 39, 43, 9, 21, 11, 6
2023/3/29, 51, 44, 7, 24, 12, 6
2023/3/30, 51, 44, 7, 22, 11, 6
2023/3/31, 48, 43, 7, 26, 11, 6
2023/4/1, 43, 47, 6, 25, 11, 6
2023/10/24, , 37, , 10, 4, 6
2023/10/30, , 34, , 14, 6, 8
2023/7/24, , 27, 23, 1, , 6
2023/5/8, , 37, 17, 19, 14, 
2023/5/9, , 37, 17, 19, 14, 
2023/5/10, , 37, 17, 19, 14, 
2023/5/12, , 21, 15, 4, 10, 5
2023/2/15, , 43, 11, 14, 3, 5
2023/2/20, , 122, 15, 11, 8, 26
2023/3/27, , 28, 8, 14, 10, 6
