date, pm25, pm10, o3, no2, so2, co
2023/11/2, 32, 29, , 8, 5, 
2023/11/3, 38, 13, , 6, 4, 
2023/11/4, 37, 4, , 3, 4, 
2023/11/5, 20, 4, , 2, 4, 
2023/11/6, 14, 8, , 6, 4, 
2023/11/7, 38, 20, , 3, 4, 
2023/11/8, 27, 32, , 7, 6, 
2023/11/9, 36, 26, , 5, 5, 
2023/11/10, 31, 20, , 3, 4, 
2023/11/11, 24, 15, , 2, 4, 
2023/11/12, 24, 22, , 3, 8, 
2023/11/13, 31, 33, , 8, 7, 
2023/11/14, 40, 38, , 7, 8, 
2023/11/15, 44, , , , , 
2023/10/2, 23, 21, , 5, 3, 
2023/10/3, 36, 22, , 8, 3, 
2023/10/4, 27, 44, , 10, 5, 
2023/10/5, 59, 31, , 9, 3, 
2023/10/6, 39, 26, , 9, 3, 
2023/10/7, 35, 41, , 7, 5, 
2023/10/8, 46, 20, , 4, 4, 
2023/10/9, 38, 26, , 7, 4, 
2023/10/10, 33, 31, , 7, 8, 
2023/10/11, 25, 37, , 8, 5, 
2023/10/12, 40, 39, , 7, 5, 
2023/10/13, 43, 36, , 7, 4, 
2023/10/14, 37, 25, , 4, 4, 
2023/10/15, 36, 35, , 3, 3, 
2023/10/16, 28, 34, , 7, 4, 
2023/10/17, 35, 49, , 14, 5, 
2023/10/18, 49, 35, , 6, 3, 
2023/10/19, 39, 46, , 10, 4, 
2023/10/20, 48, 39, , 9, 4, 
2023/10/21, 35, 39, , 6, 3, 
2023/10/22, 51, 37, , 3, 3, 
2023/10/23, 47, 31, , 4, 4, 
2023/10/24, 26, , , , , 
2023/10/30, 88, 33, , 8, 8, 
2023/10/31, 57, 33, , 7, 6, 
2023/11/1, 45, 22, , 7, 4, 
2023/7/2, 110, 14, , 3, 3, 
2023/7/3, 36, 17, , 5, 3, 
2023/7/4, 31, 51, , 10, 3, 
2023/7/5, 94, 60, , 14, 4, 
2023/7/6, 130, 50, , 16, 4, 
2023/7/7, 113, 33, , 9, 3, 
2023/7/8, 81, 43, , 9, 3, 
2023/7/9, 79, 59, , 11, 5, 
2023/7/10, 129, 49, , 13, 4, 
2023/7/11, 94, 48, , 15, 4, 
2023/7/12, 117, 39, , 17, 5, 
2023/7/13, 85, 48, , 14, 5, 
2023/7/14, 104, 57, , 15, 5, 
2023/7/15, 117, 50, , 16, 8, 
2023/7/16, 104, 44, , 13, 9, 
2023/7/17, 101, 77, , 16, 5, 
2023/7/18, 139, 75, , 21, 5, 
2023/7/19, 146, 21, , 8, 4, 
2023/7/20, 57, 7, , 1, 3, 
2023/7/21, 21, 20, , 4, 3, 
2023/7/22, 41, 26, , 8, 3, 
2023/7/23, 57, 75, , 13, 4, 
2023/7/24, 145, 45, , 9, 4, 
2023/7/25, 102, 32, , 11, 3, 
2023/7/26, 55, 39, , 13, 9, 
2023/7/27, 81, 54, , 17, 4, 
2023/7/28, 112, 50, , 17, 6, 
2023/7/29, 98, 34, , 11, 4, 
2023/7/30, 87, 45, , 13, 6, 
2023/7/31, 85, 26, , 9, 3, 
2023/8/1, 58, 33, , 8, 6, 
2023/8/2, 47, 49, , 10, 6, 
2023/8/3, 65, 59, , 15, 5, 
2023/8/4, 109, 46, , 13, 5, 
2023/8/5, 76, 45, , 11, 4, 
2023/8/6, 95, 53, , 11, 4, 
2023/8/7, 112, 58, , 15, 5, 
2023/8/8, 109, 55, , 13, 7, 
2023/8/9, 108, 21, , 4, 3, 
2023/8/10, 44, 23, , 5, 3, 
2023/8/11, 43, 44, , 14, 7, 
2023/8/12, 90, 44, , 11, 6, 
2023/8/13, 72, 42, , 8, 5, 
2023/8/14, 83, 45, , 12, 4, 
2023/8/15, 73, 7, , 1, 4, 
2023/8/16, 23, 9, , 2, 7, 
2023/8/17, 26, 22, , 7, 3, 
2023/8/18, 41, 38, , 10, 4, 
2023/8/19, 78, 13, , , 4, 
2023/8/20, 21, 11, , 1, 4, 
2023/8/21, 14, 21, , 3, 4, 
2023/8/22, 33, 15, , 9, 4, 
2023/8/23, 49, 18, , 7, 4, 
2023/8/24, 50, 44, , 14, 4, 
2023/8/25, 103, 28, , 11, 5, 
2023/8/26, 65, 48, , 13, 5, 
2023/8/27, 99, 44, , 11, 5, 
2023/8/28, 99, 25, , 7, 4, 
2023/8/29, 43, 31, , 10, 5, 
2023/8/30, 79, 19, , 8, 5, 
2023/8/31, 38, 46, , 13, 6, 
2023/9/1, 81, 26, , 8, 5, 
2023/9/2, 49, 33, , 10, 5, 
2023/9/3, 89, 28, , 6, 6, 
2023/9/4, 61, 38, , 12, 5, 
2023/9/5, 76, 15, , 4, 4, 
2023/9/6, 43, 17, , 4, 4, 
2023/9/7, 35, 29, , 7, 4, 
2023/9/8, 59, 35, , 11, 4, 
2023/9/9, 79, 12, , , 4, 
2023/9/10, 28, 10, , , 4, 
2023/9/11, 22, 28, , 7, 11, 
2023/9/12, 55, 33, , 10, 5, 
2023/9/13, 66, 33, , 9, 2, 
2023/9/14, 68, 9, , 4, 2, 
2023/9/15, 29, 10, , 2, 2, 
2023/9/16, 23, 17, , 3, 2, 
2023/9/17, 38, 29, , 6, 3, 
2023/9/18, 60, 31, , 6, 4, 
2023/9/19, 52, 24, , 6, 6, 
2023/9/20, 37, 33, , 7, 3, 
2023/9/21, 53, 21, , 2, 2, 
2023/9/22, 26, 13, , 4, 2, 
2023/9/23, 21, 24, , 8, 4, 
2023/9/24, 43, 19, , 5, 4, 
2023/9/25, 34, 21, , 9, 3, 
2023/9/26, 46, 28, , 6, 5, 
2023/9/27, 40, 26, , 6, 3, 
2023/9/28, 32, 26, , 6, 4, 
2023/9/29, 34, 35, , 13, 5, 
2023/9/30, 39, 40, , 12, 5, 
2023/10/1, 55, 14, , 2, 3, 
2023/4/2, 46, 16, , 6, 2, 
2023/4/3, 24, 33, , 12, 4, 
2023/4/4, 39, 56, , 15, 5, 
2023/4/5, 64, 24, , 10, 2, 
2023/4/6, 33, 21, , 8, 2, 
2023/4/7, 36, 38, , 8, 3, 
2023/4/8, 58, 41, , 9, 3, 
2023/4/9, 72, 33, , 7, 2, 
2023/4/10, 51, 29, , 8, 2, 
2023/4/11, 35, 15, , 7, 2, 
2023/4/12, 29, 20, , 6, 2, 
2023/4/13, 39, 13, , 5, 2, 
2023/4/14, 22, 29, , 9, 2, 
2023/4/15, 33, 45, , 9, 2, 
2023/4/16, 68, 49, , 5, 2, 
2023/4/17, 71, 46, , 8, 4, 
